Posição,Jogador,País,Posição Campo,Assistências,Finalizações certas,Finalizações,Finalizações convertidas Porcentagem (%),Chutes na área,Chutes fora da área,Cabeceios a gol,GE,Eficiência em GE,Escanteios
97,Iqraam Rayners,RSA,FW,0,0,1,0,1,0,1,0.11,0x,0
97,Josue Casimir,HAI,FW,0,0,1,0,0,1,0,0.01,0x,0
97,Samir El Mourabet,MAR,MF,0,0,0,0,0,0,0,0.0,0x,1
97,Ahmed Reda Tagnaouti,MAR,GK,0,0,0,0,0,0,0,0.0,0x,0
97,Dailon Livramento,CPV,FW,0,0,1,0,0,1,0,0.0,0x,0
97,Issa Diop,MAR,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Christopher Bonsu Baah,GHA,FW,0,0,0,0,0,0,0,0.0,0x,0
97,Ismael Gharbi,TUN,MF,0,0,1,0,1,0,0,0.0,0x,0
97,Duckens Nazon,HAI,FW,0,1,1,0,0,1,0,0.12,0x,0
97,Mortadha Ben Ouanes,TUN,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Stephen Eustaquio,CAN,MF,0,0,2,0,0,2,0,0.04,0x,29
97,Lamine Camara,SEN,MF,0,0,2,0,0,2,0,0.12,0x,1
97,Zakaria El Ouahdi,MAR,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Ayyoub Bouaddi,MAR,MF,0,0,1,0,0,1,0,0.01,0x,0
97,Mohamed Elshenawy,EGY,GK,0,0,0,0,0,0,0,0.0,0x,0
97,Ruben Providence,HAI,FW,0,1,4,0,4,0,0,0.19,0x,1
97,Marawan Attia,EGY,MF,0,0,1,0,1,0,0,0.0,0x,0
97,Danley Jean Jacques,HAI,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Gideon Mensah,GHA,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Rayan Elloumi,TUN,FW,0,0,0,0,0,0,0,0.0,0x,0
97,Lawrence Ati Zigi,GHA,GK,0,0,0,0,0,0,0,0.0,0x,0
97,Neil El Aynaoui,MAR,MF,0,1,5,0,3,2,2,0.49,0x,1
97,Hazem Mastouri,TUN,FW,0,0,0,0,0,0,0,0.0,0x,0
97,Anis Slimane,TUN,MF,0,0,0,0,0,0,0,0.0,0x,2
97,Elye Wahi,CIV,FW,0,1,2,0,2,0,0,0.46,0x,0
97,Krepin Diatta,SEN,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Laros Duarte,CPV,MF,0,2,2,0,1,1,0,0.12,0x,0
97,Anass Salah Eddine,MAR,DF,0,0,0,0,0,0,0,0.0,0x,0
97,Assane Diao,SEN,FW,0,0,0,0,0,0,0,0.0,0x,0
97,Jordan Ayew,GHA,FW,0,0,0,0,0,0,0,0.0,0x,2
97,Pathe Ciss,SEN,MF,0,0,0,0,0,0,0,0.0,0x,0
97,Munir El Kajoui,MAR,GK,0,0,0,0,0,0,0,0.0,0x,0
97,Aymen Dahmen,TUN,GK,0,0,0,0,0,0,0,0.0,0x,0
701,Facundo Pellistri,,,0,0,0,0,0,0,0,0.0,0,0
702,Facundo Torres,,,0,0,0,0,0,0,0,0.0,0,0
703,Fadel Haikal,,,0,0,0,0,0,0,0,0.0,0,0
704,Fafa Picault,,,0,0,0,0,0,0,0,0.0,0,0
705,Fahad Talib,,,0,0,0,0,0,0,0,0.0,0,0
706,Fahad Younis,,,0,0,0,0,0,0,0,0.0,0,0
707,Fares Chaibi,,,0,0,0,0,0,0,0,0.0,0,0
708,Fares Ghedjemis,,,0,0,0,0,0,0,0,0.0,0,0
709,Farid Chaal,,,0,0,0,0,0,0,0,0.0,0,0
710,Farrukh Sayfiev,,,0,0,0,0,0,0,0,0.0,0,0
711,Federico Valverde,,,0,0,0,0,0,0,0,0.0,0,0
712,Federico Vinas,,,0,0,0,0,0,0,0,0.0,0,0
713,Felix Horn Myhre,,,0,0,0,0,0,0,0,0.0,0,0
714,Felix Nmecha,,,0,0,0,0,0,0,0,0.0,0,0
715,Felix Torres,,,0,0,0,0,0,0,0,0.0,0,0
716,Fer Lopez,,,0,0,0,0,0,0,0,0.0,0,0
717,Feras Albrikan,,,0,0,0,0,0,0,0,0.0,0,0
718,Ferdi Kadioglu,,,0,0,0,0,0,0,0,0.0,0,0
719,Ferjani Sassi,,,0,0,0,0,0,0,0,0.0,0,0
720,Fermin Lopez,,,0,0,0,0,0,0,0,0.0,0,0
721,Fernando Muslera,,,0,0,0,0,0,0,0,0.0,0,0
722,Ferran Torres,,,0,0,0,0,0,0,0,0.0,0,0
723,Fezile Gcaba,RSA,,0,0,0,0,0,0,0,0.0,0,0
724,Fidel Escobar,,,0,0,0,0,0,0,0,0.0,0,0
725,Fikayo Tomori,,,0,0,0,0,0,0,0,0.0,0,0
726,Filip Ugrinic,,,0,0,0,0,0,0,0,0.0,0,0
727,Findlay Curtis,,,0,0,0,0,0,0,0,0.0,0,0
728,Finn Dahmen,,,0,0,0,0,0,0,0,0.0,0,0
729,Finn Surman,,,0,0,0,0,0,0,0,0.0,0,0
730,Firas Chaouat,,,0,0,0,0,0,0,0,0.0,0,0
731,Firdavs Abdurakhmonov,,,0,0,0,0,0,0,0,0.0,0,0
732,Fiston Mayele,,,0,0,0,0,0,0,0,0.0,0,0
733,Flavius Daniliuc,,,0,0,0,0,0,0,0,0.0,0,0
734,Florian Grillitsch,,,0,0,0,0,0,0,0,0.0,0,0
735,Florian Thauvin,,,0,0,0,0,0,0,0,0.0,0,0
736,Florian Wiegele,,,0,0,0,0,0,0,0,0.0,0,0
737,Florian Wirtz,,,0,0,0,0,0,0,0,0.0,0,0
738,Folarin Balogun,,,0,0,0,0,0,0,0,0.0,0,0
739,Fran Garcia,,,0,0,0,0,0,0,0,0.0,0,0
740,Fran Karacic,,,0,0,0,0,0,0,0,0.0,0,0
741,Francis Amuzu,,,0,0,0,0,0,0,0,0.0,0,0
742,Francis De Vries,,,0,0,0,0,0,0,0,0.0,0,0
743,Francisco Conceicao,,,0,0,0,0,0,0,0,0.0,0,0
744,Francisco Trincao,,,0,0,0,0,0,0,0,0.0,0,0
745,Franck Kessie,,,0,0,0,0,0,0,0,0.0,0,0
746,Franco Israel,,,0,0,0,0,0,0,0,0.0,0,0
747,Franco Mastantuono,,,0,0,0,0,0,0,0,0.0,0,0
748,Francois Dulysse,,,0,0,0,0,0,0,0,0.0,0,0
749,Franjo Ivanovic,,,0,0,0,0,0,0,0,0.0,0,0
750,Franko Kovacevic,,,0,0,0,0,0,0,0,0.0,0,0
751,Frans Putros,,,0,0,0,0,0,0,0,0.0,0,0
752,Frantzdy Pierrot,,,0,0,0,0,0,0,0,0.0,0,0
753,Fredrik Andre Bjorkan,,,0,0,0,0,0,0,0,0.0,0,0
754,Fredrik Aursnes,,,0,0,0,0,0,0,0,0.0,0,0
755,Fredrik Oppegard,,,0,0,0,0,0,0,0,0.0,0,0
756,Fredrik Sjovold,,,0,0,0,0,0,0,0,0.0,0,0
757,Frenkie De Jong,,,0,0,0,0,0,0,0,0.0,0,0
758,Fricio Caicedo,,,0,0,0,0,0,0,0,0.0,0,0
759,Gabriel Avalos,,,0,0,0,0,0,0,0,0.0,0,0
760,Gabriel Gudmundsson,,,0,0,0,0,0,0,0,0.0,0,0
761,Gabriel Jesus,,,0,0,0,0,0,0,0,0.0,0,0
762,Gabriel Magalhaes,,,0,0,0,0,0,0,0,0.0,0,0
763,Gabriel Martinelli,,,0,0,0,0,0,0,0,0.0,0,0
764,Gabriel Rojas,,,0,0,0,0,0,0,0,0.0,0,0
765,Gael Alette,,,0,0,0,0,0,0,0,0.0,0,0
766,Gael Kakuta,,,0,0,0,0,0,0,0,0.0,0,0
767,Garissone Innocent,,,0,0,0,0,0,0,0,0.0,0,0
768,Garry Rodrigues,,,0,0,0,0,0,0,0,0.0,0,0
769,Garven Metusala,,,0,0,0,0,0,0,0,0.0,0,0
770,Gaston Olveira,,,0,0,0,0,0,0,0,0.0,0,0
771,Gatito Fernandez,,,0,0,0,0,0,0,0,0.0,0,0
772,Gavi,,,0,0,0,0,0,0,0,0.0,0,0
773,Gaya Merbah,,,0,0,0,0,0,0,0,0.0,0,0
774,Gedeon Kalulu,,,0,0,0,0,0,0,0,0.0,0,0
775,George Campbell,,,0,0,0,0,0,0,0,0.0,0,0
776,George Hirst,,,0,0,0,0,0,0,0,0.0,0,0
777,George Stanger,,,0,0,0,0,0,0,0,0.0,0,0
778,Geovany Quenda,,,0,0,0,0,0,0,0,0.0,0,0
779,Gerard Martin,,,0,0,0,0,0,0,0,0.0,0,0
780,German Berterame,MEX,,0,0,0,0,0,0,0,0.0,0,0
781,German Pezzella,,,0,0,0,0,0,0,0,0.0,0,0
782,Gernot Trauner,,,0,0,0,0,0,0,0,0.0,0,0
783,Geronimo Rulli,,,0,0,0,0,0,0,0,0.0,0,0
784,Gerson,,,0,0,0,0,0,0,0,0.0,0,0
785,Gervane Kastaneer,,,0,0,0,0,0,0,0,0.0,0,0
786,Gessime Yassine,,,0,0,0,0,0,0,0,0.0,0,0
787,Ghaith Zaalouni,,,0,0,0,0,0,0,0,0.0,0,0
788,Ghislain Konan,,,0,0,0,0,0,0,0,0.0,0,0
789,Gianluca Busio,,,0,0,0,0,0,0,0,0.0,0,0
790,Gianluca Prestianni,,,0,0,0,0,0,0,0,0.0,0,0
791,Gianni Stensness,,,0,0,0,0,0,0,0,0.0,0,0
792,Gideon Mensah,,,0,0,0,0,0,0,0,0.0,0,0
793,Gilberto Mora,MEX,mf,0,0,0,0,0,0,0,0.0,0,0
794,Gilson Benchimol,,,0,0,0,0,0,0,0,0.0,0,0
795,Giorgian De Arrascaeta,,,0,0,0,0,0,0,0,0.0,0,0
796,Giovani Lo Celso,,,0,0,0,0,0,0,0,0.0,0,0
797,Giovanni Reyna,,,0,0,0,0,0,0,0,0.0,0,0
798,Giovany Herbert,,,0,0,0,0,0,0,0,0.0,0,0
799,Giuliano Simeone,,,0,0,0,0,0,0,0,0.0,0,0
800,Godfried Roemeratoe,,,0,0,0,0,0,0,0,0.0,0,0
801,Goncalo Guedes,,,0,0,0,0,0,0,0,0.0,0,0
802,Goncalo Inacio,,,0,0,0,0,0,0,0,0.0,0,0
803,Goncalo Ramos,,,0,0,0,0,0,0,0,0.0,0,0
804,Gonzalo Garcia,,,0,0,0,0,0,0,0,0.0,0,0
805,Gonzalo Montiel,,,0,0,0,0,0,0,0,0.0,0,0
806,Gonzalo Plata,,,0,0,0,0,0,0,0,0.0,0,0
807,Gonzalo Valle,,,0,0,0,0,0,0,0,0.0,0,0
808,Grady Diangana,,,0,0,0,0,0,0,0,0.0,0,0
809,Granit Xhaka,,,0,0,0,0,0,0,0,0.0,0,0
810,Grant Hanley,,,0,0,0,0,0,0,0,0.0,0,0
811,Gregor Kobel,,,0,0,0,0,0,0,0,0.0,0,0
812,Gu Sungyun,,,0,0,0,0,0,0,0,0.0,0,0
813,Guela Doue,,,0,0,0,0,0,0,0,0.0,0,0
814,Guido Rodriguez,,,0,0,0,0,0,0,0,0.0,0,0
815,Guillermo Martinez,MEX,fw,0,0,0,0,0,0,0,0.0,0,0
816,Guillermo Ochoa,MEX,gk,0,0,0,0,0,0,0,0.0,0,0
817,Guillermo Varela,,,0,0,0,0,0,0,0,0.0,0,0
818,Gustaf Lagerbielke,,,0,0,0,0,0,0,0,0.0,0,0
819,Gustaf Nilsson,,,0,0,0,0,0,0,0,0.0,0,0
820,Gustavo Caballero,,,0,0,0,0,0,0,0,0.0,0,0
821,Gustavo Gomez,,,0,0,0,0,0,0,0,0.0,0,0
822,Gustavo Herrera,,,0,0,0,0,0,0,0,0.0,0,0
823,Gustavo Puerta,,,0,0,0,0,0,0,0,0.0,0,0
824,Gustavo Velazquez,,,0,0,0,0,0,0,0,0.0,0,0
825,Guus Til,,,0,0,0,0,0,0,0,0.0,0,0
826,Habib Diallo,,,0,0,0,0,0,0,0,0.0,0,0
827,Habib Diarra,,,0,0,0,0,0,0,0,0.0,0,0
828,Hadi Alhourani,,,0,0,0,0,0,0,0,0.0,0,0
829,Haissem Hassan,,,0,0,0,0,0,0,0,0.0,0,0
830,Haji Wright,,,0,0,0,0,0,0,0,0.0,0,0
831,Hakan Calhanoglu,,,0,0,0,0,0,0,0,0.0,0,0
832,Hakon Evjen,,,0,0,0,0,0,0,0,0.0,0,0
833,Hamdy Fathy,,,0,0,0,0,0,0,0,0.0,0,0
834,Hamed Abdallah,,,0,0,0,0,0,0,0,0.0,0,0
835,Hamed Yousef,,,0,0,0,0,0,0,0,0.0,0,0
836,Hammam Alhammami,,,0,0,0,0,0,0,0,0.0,0,0
837,Hamza Abdelkarim,,,0,0,0,0,0,0,0,0.0,0,0
838,Hamza Jelassi,,,0,0,0,0,0,0,0,0.0,0,0
839,Hamza Khadhraoui,,,0,0,0,0,0,0,0,0.0,0,0
840,Hamza Rafia,,,0,0,0,0,0,0,0,0.0,0,0
841,Hannes Delcroix,,,0,0,0,0,0,0,0,0.0,0,0
842,Hannes Wolf,,,0,0,0,0,0,0,0,0.0,0,0
843,Hannibal Mejbri,,,0,0,0,0,0,0,0,0.0,0,0
844,Hans Vanaken,,,0,0,0,0,0,0,0,0.0,0,0
845,Haris Hajradinovic,,,0,0,0,0,0,0,0,0.0,0,0
846,Haris Tabakovic,,,0,0,0,0,0,0,0,0.0,0,0
847,Harrison Devenish Meares,,,0,0,0,0,0,0,0,0.0,0,0
848,Harry Kane,,,0,0,0,0,0,0,0,0.0,0,0
849,Harry Maguire,,,0,0,0,0,0,0,0,0.0,0,0
850,Harry Milne,,,0,0,0,0,0,0,0,0.0,0,0
851,Harry Souttar,,,0,0,0,0,0,0,0,0.0,0,0
852,Harvey Barnes,,,0,0,0,0,0,0,0,0.0,0,0
853,Hasan Abdulkareem,,,0,0,0,0,0,0,0,0.0,0,0
854,Hashim Ali,,,0,0,0,0,0,0,0,0.0,0,0
855,Hassan Alhaydos,,,0,0,0,0,0,0,0,0.0,0,0
856,Hassan Altambakti,,,0,0,0,0,0,0,0,0.0,0,0
857,Hassan Kadesh,,,0,0,0,0,0,0,0,0.0,0,0
858,Hassane Kamara,,,0,0,0,0,0,0,0,0.0,0,0
859,Hayden Matthews,,,0,0,0,0,0,0,0,0.0,0,0
860,Hayder Abdulkareem,,,0,0,0,0,0,0,0,0.0,0,0
861,Hazem Mastouri,,,0,0,0,0,0,0,0,0.0,0,0
862,Hazem Shehata,,,0,0,0,0,0,0,0,0.0,0,0
863,Helio Varela,,,0,0,0,0,0,0,0,0.0,0,0
864,Henrik Falchener,,,0,0,0,0,0,0,0,0.0,0,0
865,Henrik Heggheim,,,0,0,0,0,0,0,0,0.0,0,0
866,Henry Gray,,,0,0,0,0,0,0,0,0.0,0,0
867,Heri Tavares,,,0,0,0,0,0,0,0,0.0,0,0
868,Herman Johansson,,,0,0,0,0,0,0,0,0.0,0,0
869,Hernan Galindez,,,0,0,0,0,0,0,0,0.0,0,0
870,Hicham Boudaoui,,,0,0,0,0,0,0,0,0.0,0,0
871,Hidemasa Morita,,,0,0,0,0,0,0,0,0.0,0,0
872,Himad Abdelli,,,0,0,0,0,0,0,0,0.0,0,0
873,Hiroki Ito,,,0,0,0,0,0,0,0,0.0,0,0
874,Hiroki Sekine,,,0,0,0,0,0,0,0,0.0,0,0
875,Hjalmar Ekdal,,,0,0,0,0,0,0,0,0.0,0,0
876,Hojimat Erkinov,,,0,0,0,0,0,0,0,0.0,0,0
877,Homam Ahmed,,,0,0,0,0,0,0,0,0.0,0,0
878,Hong Hyunseok,,,0,0,0,0,0,0,0,0.0,0,0
879,Hossam Abdelmaguid,,,0,0,0,0,0,0,0,0.0,0,0
880,Hossein Abarghouei,,,0,0,0,0,0,0,0,0.0,0,0
881,Hossein Hosseini,,,0,0,0,0,0,0,0,0.0,0,0
882,Hossein Kanani,,,0,0,0,0,0,0,0,0.0,0,0
883,Houssem Aouar,,,0,0,0,0,0,0,0,0.0,0,0
884,Houssem Tka,,,0,0,0,0,0,0,0,0.0,0,0
885,Hugo Bolin,,,0,0,0,0,0,0,0,0.0,0,0
886,Hugo Cuenca,,,0,0,0,0,0,0,0,0.0,0,0
887,Hugo Cuypers,,,0,0,0,0,0,0,0,0.0,0,0
888,Hugo Larsson,,,0,0,0,0,0,0,0,0.0,0,0
889,Hugo Sochurek,,,0,0,0,0,0,0,0,0.0,0,0
890,Hugo Souza,,,0,0,0,0,0,0,0,0.0,0,0
891,Hugo Vetlesen,,,0,0,0,0,0,0,0,0.0,0,0
892,Husam Abudahab,,,0,0,0,0,0,0,0,0.0,0,0
893,Hussein Ali,,,0,0,0,0,0,0,0,0.0,0,0
894,Hussein Ali,,,0,0,0,0,0,0,0,0.0,0,0
895,Hwang Heechan,,,0,0,0,0,0,0,0,0.0,0,0
896,Hwang Inbeom,,,0,0,0,0,0,0,0,0.0,0,0
897,Ian Maatsen,,,0,0,0,0,0,0,0,0.0,0,0
898,Ibrahim Adel,,,0,0,0,0,0,0,0,0.0,0,0
899,Ibrahim Alhassan,,,0,0,0,0,0,0,0,0.0,0,0
900,Ibrahim Bayesh,,,0,0,0,0,0,0,0,0.0,0,0
901,Ibrahim Maza,,,0,0,0,0,0,0,0,0.0,0,0
902,Ibrahim Mbaye,,,0,0,0,0,0,0,0,0.0,0,0
903,Ibrahim Osman,,,0,0,0,0,0,0,0,0.0,0,0
904,Ibrahim Sabra,,,0,0,0,0,0,0,0,0.0,0,0
905,Ibrahim Sadeh,,,0,0,0,0,0,0,0,0.0,0,0
906,Ibrahim Sangare,,,0,0,0,0,0,0,0,0.0,0,0
907,Ibrahim Sulemana,,,0,0,0,0,0,0,0,0.0,0,0
908,Ibrahima Konate,,,0,0,0,0,0,0,0,0.0,0,0
909,Ibrokhim Ibragimov,,,0,0,0,0,0,0,0,0.0,0,0
910,Ibrokhimkhalil Yuldoshev,,,0,0,0,0,0,0,0,0.0,0,0
911,Ichnygel Thomas,,,0,0,0,0,0,0,0,0.0,0,0
912,Idrissa Gana Gueye,,,0,0,0,0,0,0,0,0.0,0,0
913,Ieltsin Camoes,,,0,0,0,0,0,0,0,0.0,0,0
914,Ifet Djakovac,,,0,0,0,0,0,0,0,0.0,0,0
915,Ignace Van Der Brempt,,,0,0,0,0,0,0,0,0.0,0,0
916,Ignacio Laquintana,,,0,0,0,0,0,0,0,0.0,0,0
917,Igor Jesus,,,0,0,0,0,0,0,0,0.0,0,0
918,Igor Matanovic,,,0,0,0,0,0,0,0,0.0,0,0
919,Igor Sergeev,,,0,0,0,0,0,0,0,0.0,0,0
920,Igor Thiago,,,0,0,0,0,0,0,0,0.0,0,0
921,Ike Ugbo,,,0,0,0,0,0,0,0,0.0,0,0
922,Ikromjon Alibaev,,,0,0,0,0,0,0,0,0.0,0,0
923,Ilan Kebbal,,,0,0,0,0,0,0,0,0.0,0,0
924,Ilano Silva Timas,,,0,0,0,0,0,0,0,0.0,0,0
925,Ilay Camara,,,0,0,0,0,0,0,0,0.0,0,0
926,Ilias Akhomach,,,0,0,0,0,0,0,0,0.0,0,0
927,Iliman Ndiaye,,,0,0,0,0,0,0,0,0.0,0,0
928,Ime Okon,RSA,df,0,0,0,0,0,0,0,0.0,0,0
929,Imran Louza,,,0,0,0,0,0,0,0,0.0,0,0
930,Inaki Williams,,,0,0,0,0,0,0,0,0.0,0,0
931,Indiana Vassilev,,,0,0,0,0,0,0,0,0.0,0,0
932,Iqraam Rayners,RSA,fw,0,0,0,0,0,0,0,0.0,0,0
933,Irfan Can Kahveci,,,0,0,0,0,0,0,0,0.0,0,0
934,Isaac Hughes,,,0,0,0,0,0,0,0,0.0,0,0
935,Isaac Schmidt,,,0,0,0,0,0,0,0,0.0,0,0
936,Isac Lidberg,,,0,0,0,0,0,0,0,0.0,0,0
937,Isaias Violante,MEX,,0,0,0,0,0,0,0,0.0,0,0
938,Isak Bjerkebo,,,0,0,0,0,0,0,0,0.0,0,0
939,Isak Hien,,,0,0,0,0,0,0,0,0.0,0,0
940,Isidro Pitta,,,0,0,0,0,0,0,0,0.0,0,0
941,Ismael Baouf,,,0,0,0,0,0,0,0,0.0,0,0
942,Ismael Bennacer,,,0,0,0,0,0,0,0,0.0,0,0
943,Ismael Diaz,,,0,0,0,0,0,0,0,0.0,0,0
944,Ismael Gharbi,,,0,0,0,0,0,0,0,0.0,0,0
945,Ismael Kone,,,0,0,0,0,0,0,0,0.0,0,0
946,Ismael Saibari,,,0,0,0,0,0,0,0,0.0,0,0
947,Ismail Jakobs,,,0,0,0,0,0,0,0,0.0,0,0
948,Ismail Mohamad,,,0,0,0,0,0,0,0,0.0,0,0
949,Ismail Yuksek,,,0,0,0,0,0,0,0,0.0,0,0
950,Ismaila Sarr,,,0,0,0,0,0,0,0,0.0,0,0
951,Israel Reyes,MEX,df,0,0,0,0,0,0,0,0.0,0,0
952,Issa Diop,,,0,0,0,0,0,0,0,0.0,0,0
953,Issa Laye,,,0,0,0,0,0,0,0,0.0,0,0
954,Issam Jebali,,,0,0,0,0,0,0,0,0.0,0,0
955,Issam Smeeri,,,0,0,0,0,0,0,0,0.0,0,0
956,Iuri Tavares,,,0,0,0,0,0,0,0,0.0,0,0
957,Ivan Anderson,,,0,0,0,0,0,0,0,0.0,0,0
958,Ivan Basic,,,0,0,0,0,0,0,0,0.0,0,0
959,Ivan Perisic,,,0,0,0,0,0,0,0,0.0,0,0
960,Ivan Smolcic,,,0,0,0,0,0,0,0,0.0,0,0
961,Ivan Sunjic,,,0,0,0,0,0,0,0,0.0,0,0
962,Ivan Toney,,,0,0,0,0,0,0,0,0.0,0,0
963,Ivo Grbic,,,0,0,0,0,0,0,0,0.0,0,0
964,Ivor Pandur,,,0,0,0,0,0,0,0,0.0,0,0
965,J D Gunn,,,0,0,0,0,0,0,0,0.0,0,0
966,Jacen Russell Rowe,,,0,0,0,0,0,0,0,0.0,0,0
967,Jack Hendry,,,0,0,0,0,0,0,0,0.0,0,0
968,Jack Hinshelwood,,,0,0,0,0,0,0,0,0.0,0,0
969,Jack Iredale,,,0,0,0,0,0,0,0,0.0,0,0
970,Jack Mcglynn,,,0,0,0,0,0,0,0,0.0,0,0
971,Jackson Irvine,,,0,0,0,0,0,0,0,0.0,0,0
972,Jackson Muleka,,,0,0,0,0,0,0,0,0.0,0,0
973,Jackson Porozo,,,0,0,0,0,0,0,0,0.0,0,0
974,Jacob Italiano,,,0,0,0,0,0,0,0,0.0,0,0
975,Jacob Shaffelburg,,,0,0,0,0,0,0,0,0.0,0,0
976,Jacob Widell Zetterstrom,,,0,0,0,0,0,0,0,0.0,0,0
977,Jahkeele Marshall Rutty,,,0,0,0,0,0,0,0,0.0,0,0
978,Jakhongir Urozov,,,0,0,0,0,0,0,0,0.0,0,0
979,Jakub Markovic,,,0,0,0,0,0,0,0,0.0,0,0
980,Jalal Hassan,,,0,0,0,0,0,0,0,0.0,0,0
981,Jaloliddin Masharipov,,,0,0,0,0,0,0,0,0.0,0,0
982,Jamal Musiala,,,0,0,0,0,0,0,0,0.0,0,0
983,James Garner,,,0,0,0,0,0,0,0,0.0,0,0
984,James Mcgarry,,,0,0,0,0,0,0,0,0.0,0,0
985,James Monyane,RSA,,0,0,0,0,0,0,0,0.0,0,0
986,James Pantemis,,,0,0,0,0,0,0,0,0.0,0,0
987,James Rodriguez,,,0,0,0,0,0,0,0,0.0,0,0
988,James Trafford,,,0,0,0,0,0,0,0,0.0,0,0
989,James Wilson,,,0,0,0,0,0,0,0,0.0,0,0
990,Jamie Knight Lebel,,,0,0,0,0,0,0,0,0.0,0,0
991,Jamie Leweling,,,0,0,0,0,0,0,0,0.0,0,0
992,Jaminton Campaz,,,0,0,0,0,0,0,0,0.0,0,0
993,Jamiro Monteiro,,,0,0,0,0,0,0,0,0.0,0,0
994,Jamshid Iskanderov,,,0,0,0,0,0,0,0,0.0,0,0
995,Jan Gyamerah,,,0,0,0,0,0,0,0,0.0,0,0
996,Jan Kliment,,,0,0,0,0,0,0,0,0.0,0,0
997,Jan Koutny,,,0,0,0,0,0,0,0,0.0,0,0
998,Jan Kuchta,,,0,0,0,0,0,0,0,0.0,0,0
999,Jan Paul Van Hecke,,,0,0,0,0,0,0,0,0.0,0,0
100,Janis Blaswich,,,0,0,0,0,0,0,0,0.0,0,0
100,Jankat Yilmaz,,,0,0,0,0,0,0,0,0.0,0,0
100,Janner Corozo,,,0,0,0,0,0,0,0,0.0,0,0
100,Janpol Morales,,,0,0,0,0,0,0,0,0.0,0,0
100,Jaouen Hadjam,,,0,0,0,0,0,0,0,0.0,0,0
100,Jarell Quansah,,,0,0,0,0,0,0,0,0.0,0,0
100,Jaroslav Zeleny,,,0,0,0,0,0,0,0,0.0,0,0
100,Jarrod Bowen,,,0,0,0,0,0,0,0,0.0,0,0
100,Jason Geria,,,0,0,0,0,0,0,0,0.0,0,0
100,Jassem Gaber,,,0,0,0,0,0,0,0,0.0,0,0
101,Jassim Alhail,,,0,0,0,0,0,0,0,0.0,0,0
101,Javier Burrai,,,0,0,0,0,0,0,0,0.0,0,0
101,Jawad El Yamiq,,,0,0,0,0,0,0,0,0.0,0,0
101,Jayden Adams,RSA,mf,0,0,0,0,0,0,0,0.0,0,0
101,Jayden Candelaria,,,0,0,0,0,0,0,0,0.0,0,0
101,Jayden Hibbert,,,0,0,0,0,0,0,0,0.0,0,0
101,Jayden Nelson,,,0,0,0,0,0,0,0,0.0,0,0
101,Jean Butez,,,0,0,0,0,0,0,0,0.0,0,0
101,Jean Kevin Duverne,,,0,0,0,0,0,0,0,0.0,0,0
101,Jean Michael Seri,,,0,0,0,0,0,0,0,0.0,0,0
102,Jean Philippe Krasso,,,0,0,0,0,0,0,0,0.0,0,0
102,Jean Philippe Mateta,,,0,0,0,0,0,0,0,0.0,0,0
102,Jean Ricner Bellegarde,,,0,0,0,0,0,0,0,0.0,0,0
102,Jearl Margaritha,,,0,0,0,0,0,0,0,0.0,0,0
102,Jeevan Badwal,,,0,0,0,0,0,0,0,0.0,0,0
102,Jeff Chabot,,,0,0,0,0,0,0,0,0.0,0,0
102,Jefferson Lerma,,,0,0,0,0,0,0,0,0.0,0,0
102,Jehad Thikri,,,0,0,0,0,0,0,0,0.0,0,0
102,Jens Cajuste,,,0,0,0,0,0,0,0,0.0,0,0
102,Jens Hjerto Dahl,,,0,0,0,0,0,0,0,0.0,0,0
103,Jens Petter Hauge,,,0,0,0,0,0,0,0,0.0,0,0
103,Jeong Jaehee,,,0,0,0,0,0,0,0,0.0,0,0
103,Jeong Sangbin,,,0,0,0,0,0,0,0,0.0,0,0
103,Jeong Wooyeong,,,0,0,0,0,0,0,0,0.0,0,0
103,Jeremie Boga,,,0,0,0,0,0,0,0,0.0,0,0
103,Jeremie Frimpong,,,0,0,0,0,0,0,0,0.0,0,0
103,Jeremy Antonisse,,,0,0,0,0,0,0,0,0.0,0,0
103,Jeremy Arevalo,,,0,0,0,0,0,0,0,0.0,0,0
103,Jeremy Doku,,,0,0,0,0,0,0,0,0.0,0,0
103,Jeremy Marquez,MEX,,0,0,0,0,0,0,0,0.0,0,0
104,Jeremy Ngakia,,,0,0,0,0,0,0,0,0.0,0,0
104,Jeremy Sarmiento,,,0,0,0,0,0,0,0,0.0,0,0
104,Jerome Opoku,,,0,0,0,0,0,0,0,0.0,0,0
104,Jesper Karlstrom,,,0,0,0,0,0,0,0,0.0,0,0
104,Jesse Randall,,,0,0,0,0,0,0,0,0.0,0,0
104,Jesurun Rak Sakyi,,,0,0,0,0,0,0,0,0.0,0,0
104,Jesus Alejandro Gomez,MEX,,0,0,0,0,0,0,0,0.0,0,0
104,Jesus Angulo,MEX,,0,0,0,0,0,0,0,0.0,0,0
104,Jesus Ferreira,,,0,0,0,0,0,0,0,0.0,0,0
104,Jesus Gallardo,MEX,df,0,0,0,0,0,0,0,0.0,0,0
