Posição,Jogador,País,Posição Campo,Faltas cometidas,Faltas sofridas,Cartões amarelos,Cartões vermelhos,Cartões vermelhos indiretos,Impedimentos
565,Achref Abada,ALG,DF,0,0,0,0,0,0
565,Nour Baniateyah,JOR,GK,0,0,0,0,0,0
565,Willy Semedo,CPV,MF,0,0,0,0,0,0
565,Tomoki Hayakawa,JPN,GK,0,0,0,0,0,0
565,Song Bumkeun,KOR,GK,0,0,0,0,0,0
565,Ali Olwan,JOR,FW,0,2,0,0,0,1
565,Meschack Elia,COD,FW,0,0,0,0,0,0
565,Meshaal Barsham,QAT,GK,0,0,0,0,0,0
565,Mehdi Torabi,IRN,MF,0,0,0,0,0,0
565,Ahmed Maknazi,IRQ,DF,0,0,0,0,0,0
565,Adil Boulbina,ALG,FW,0,0,0,0,0,0
565,Diney Borges,CPV,DF,0,0,1,0,0,0
565,Junnosuke Suzuki,JPN,DF,0,0,0,0,0,0
565,Hassan Kadish,KSA,DF,0,0,0,0,0,0
565,Frans Putros,IRQ,DF,0,0,0,0,0,0
565,Mohammad Abuzraiq,JOR,FW,0,0,0,0,0,0
565,Melvin Mastil,ALG,GK,0,0,0,0,0,0
565,Mohammad Abualnadi,JOR,DF,0,0,0,0,0,0
565,Jo Hyeonwoo,KOR,GK,0,0,0,0,0,0
565,Yuito Suzuki,JPN,MF,0,0,0,0,0,0
565,Joris Kayembe,COD,DF,0,1,0,0,0,0
565,Ala Alhajji,KSA,MF,0,0,0,0,0,0
565,Marcio Rosa,CPV,GK,0,0,0,0,0,0
565,Nadhir Benbouali,ALG,FW,0,0,0,0,0,0
565,Ali Jasim,IRQ,FW,0,0,0,0,0,0
565,Amer Jamous,JOR,MF,0,0,0,0,0,0
565,Saed Alrosan,JOR,DF,0,0,0,0,0,0
565,Houssem Aouar,ALG,MF,0,1,0,0,0,0
565,Yukinari Sugawara,JPN,DF,0,0,0,0,0,0
565,Hossein Kanani,IRN,DF,0,0,0,0,0,0
565,Ngalayel Mukau,COD,MF,0,2,0,0,0,0
565,Dylan Batubinsika,COD,DF,0,0,0,0,0,0
565,Saleh Hardani,IRN,DF,0,1,0,0,0,0
565,Dennis Dargahi,IRN,FW,0,0,0,0,0,0
565,Cj Dos Santos,CPV,GK,0,0,0,0,0,0
565,Karim Boudiaf,QAT,MF,0,2,0,0,0,0
565,Aissa Mandi,ALG,DF,0,4,0,0,0,0
565,Youssef Amyn,IRQ,MF,0,0,0,0,0,0
565,Zion Suzuki,JPN,GK,0,1,0,0,0,0
565,Marko Farji,IRQ,FW,0,2,0,0,0,0
565,Jamiro Monteiro,CPV,MF,0,1,0,0,0,0
565,Fares Ghedjemis,ALG,FW,0,0,0,0,0,0
565,Keisuke Goto,JPN,FW,0,1,0,0,0,0
565,Almoez Ali,QAT,FW,0,0,0,0,0,0
565,Arthur Masuaku,COD,DF,0,2,0,0,0,0
565,Rebin Sulaka,IRQ,DF,0,0,0,0,0,0
565,Danial Iri,IRN,DF,0,0,0,0,0,0
565,Lucas Mendes,QAT,DF,0,0,0,0,0,1
565,Helio Varela,CPV,MF,0,0,0,0,0,0
565,Nawaf Alaqidi,KSA,GK,0,0,0,0,0,0
565,Nabil Bentaleb,ALG,MF,0,3,0,0,0,0
565,Tsuyoshi Watanabe,JPN,DF,0,1,0,0,0,0
565,Nuno Da Costa,CPV,MF,0,2,0,0,0,0
565,Stopira,CPV,DF,0,0,0,0,0,0
565,Shuto Machino,JPN,FW,0,0,0,0,0,0
565,Akam Hashim,IRQ,DF,0,2,0,0,0,0
565,Saleh Alshehri,KSA,FW,0,0,0,0,0,0
565,Anas Badawi,JOR,DF,0,0,0,0,0,0
565,Issa Laye,QAT,DF,0,3,0,0,0,0
565,Ryan Mendes,CPV,FW,0,2,0,0,0,2
565,Ramin Rezaeian,IRN,DF,0,2,0,0,0,0
565,Lionel Mpasi,COD,GK,0,0,0,0,0,0
565,Daizen Maeda,JPN,MF,0,0,0,0,0,0
565,Theo Bongonda,COD,MF,0,0,0,0,0,0
565,Mamadou Sarr,SEN,DF,0,0,0,0,0,0
565,Kelvin Pires,CPV,DF,0,0,0,0,0,0
565,Bara Sapoko Ndiaye,SEN,MF,0,0,0,0,0,0
565,Khalil Ayari,TUN,MF,0,0,0,0,0,0
565,Christopher Bonsu Baah,GHA,FW,0,0,0,0,0,0
565,Firas Chaouat,TUN,FW,0,2,0,0,0,2
565,Garven Metusala,HAI,DF,0,0,0,0,0,0
565,Johny Placide,HAI,GK,0,0,1,0,0,0
565,Benjamin Asare,GHA,GK,0,1,0,0,0,0
565,Dailon Livramento,CPV,FW,0,1,0,0,0,1
565,Duckens Nazon,HAI,FW,0,1,0,0,0,0
565,Zakaria El Ouahdi,MAR,DF,0,0,0,0,0,0
565,Hazem Mastouri,TUN,FW,0,0,0,0,0,0
565,Joseph Anang,GHA,GK,0,0,0,0,0,0
565,Brandon Thomas Asante,GHA,FW,0,0,0,0,0,1
565,Keeto Thermoncy,HAI,DF,0,0,0,0,0,0
565,Abdoulaye Seck,SEN,DF,0,0,0,0,0,0
565,Laros Duarte,CPV,MF,0,1,0,0,0,0
565,Wagner Pina,CPV,DF,0,0,0,0,0,0
565,Thabang Matuludi,RSA,DF,0,0,0,0,0,0
565,Odilon Kossounou,CIV,DF,0,1,0,0,0,0
565,Ernest Nuamah,GHA,FW,0,1,0,0,0,0
565,Ricardo Goss,RSA,GK,0,0,0,0,0,0
565,Ali Ahmed,CAN,FW,0,3,0,0,0,0
565,Ibrahim Mbaye,SEN,FW,0,1,0,0,0,0
565,Alidu Seidu,GHA,DF,0,0,0,0,0,0
565,Telmo Arcanjo,CPV,MF,0,1,0,0,0,0
565,Ismaila Sarr,SEN,FW,0,2,0,0,0,1
565,Raed Chikhaoui,TUN,DF,0,0,0,0,0,0
565,Mouhib Chamakh,TUN,GK,0,0,0,0,0,0
565,Abdul Fatawu,GHA,FW,0,4,0,0,0,0
565,Ronwen Williams,RSA,GK,0,0,0,0,0,0
565,Bazoumana Toure,CIV,FW,0,1,0,0,0,0
565,Elisha Owusu,GHA,MF,0,0,0,0,0,0
565,Wilguens Paugain,HAI,DF,0,0,0,0,0,0
565,Mory Diaw,SEN,GK,0,1,0,0,0,0
565,Gilson Benchimol,CPV,FW,0,1,0,0,0,0
565,Jean Michael Seri,CIV,MF,0,0,0,0,0,0
565,Ime Okon,RSA,DF,0,1,0,0,0,0
565,Mohamed Hadj Mahmoud,TUN,MF,0,0,0,0,0,0
565,Abdul Mumin,GHA,DF,0,0,0,0,0,0
565,Dayne St Clair,CAN,GK,0,0,0,0,0,0
565,Josue Duverger,HAI,GK,0,0,0,0,0,0
565,Antoine Mendy,SEN,DF,0,0,0,0,0,0
565,Owen Goodman,CAN,GK,0,0,0,0,0,0
565,Mohamed Amine Ben Hmida,TUN,DF,0,1,0,0,0,0
565,Joel Waterman,CAN,DF,0,0,0,0,0,0
565,Lyle Foster,RSA,FW,0,1,0,0,0,0
565,Yassine Bounou,MAR,GK,0,1,0,0,0,0
565,Ismael Gharbi,TUN,MF,0,2,0,0,0,0
565,Carl Sainte,HAI,MF,0,0,0,0,0,0
565,Ousmane Diomande,CIV,DF,0,0,0,0,0,0
565,Lawrence Ati Zigi,GHA,GK,0,1,0,0,0,0
565,Kojo Peprah Oppong,GHA,DF,0,0,0,0,0,0
565,Yassin Fortune,HAI,FW,0,1,0,0,0,0
565,Nicolas Pepe,CIV,FW,0,0,0,0,0,0
565,Iliman Ndiaye,SEN,FW,0,0,0,0,0,0
565,Jonathan Osorio,CAN,MF,0,0,0,0,0,0
565,Baba Rahman,GHA,DF,0,0,0,0,0,0
565,Sabri Ben Hessen,TUN,GK,0,0,0,0,0,0
565,Munir El Kajoui,MAR,GK,0,0,0,0,0,0
565,Yasser Ibrahim,EGY,DF,0,1,0,0,0,0
565,Alban Lafont,CIV,GK,0,0,0,0,0,0
565,Elias Achouri,TUN,FW,0,1,0,0,0,1
565,Bradley Cross,RSA,DF,0,0,0,0,0,0
565,Simon Adingra,CIV,FW,0,0,0,0,0,0
565,Niko Sigur,CAN,DF,0,0,0,0,0,0
565,Mohamed Alaa,EGY,GK,0,0,0,0,0,0
565,Rayan Elloumi,TUN,FW,0,0,0,0,0,0
565,Tarek Alaa,EGY,DF,0,0,0,0,0,0
565,Yehvann Diouf,SEN,GK,0,0,0,0,0,0
565,Mahdy Soliman,EGY,GK,0,0,0,0,0,0
565,Yahia Fofana,CIV,GK,0,2,0,0,0,0
565,Ismail Jakobs,SEN,DF,0,0,0,0,0,0
565,Samukele Kabini,RSA,DF,0,0,0,0,0,0
565,Joao Paulo,CPV,MF,0,1,0,0,0,0
565,Jovane Cabral,CPV,MF,0,0,0,0,0,0
565,Krepin Diatta,SEN,DF,0,1,0,0,0,0
565,Mortadha Ben Ouanes,TUN,DF,0,0,0,0,0,0
565,Mahmoud Saber,EGY,MF,0,0,0,0,0,0
565,Mohamed Kone,CIV,GK,0,0,0,0,0,0
565,Samir El Mourabet,MAR,MF,0,1,0,0,0,0
565,Anis Slimane,TUN,MF,0,0,0,0,0,2
565,Hossam Abdelmaguid,EGY,DF,0,0,0,0,0,0
565,Derrick Luckassen,GHA,DF,0,0,0,0,0,0
565,Ghislain Konan,CIV,DF,0,0,0,0,0,0
565,Moutaz Neffati,TUN,DF,0,0,0,0,0,0
565,Adam Arous,TUN,DF,0,0,0,0,0,0
565,Karim Hafez,EGY,DF,0,0,0,0,0,0
565,Cherif Ndiaye,SEN,FW,0,0,0,0,0,0
565,Jayden Adams,RSA,MF,0,0,0,0,0,0
565,Markhus Lacroix,HAI,DF,0,0,0,0,0,0
565,Evan Ndicka,CIV,DF,0,0,0,0,0,0
565,Edouard Mendy,SEN,GK,0,0,0,0,0,0
565,Oumar Diakite,CIV,FW,0,0,0,0,0,0
565,Jonathan David,CAN,FW,0,4,0,0,0,0
565,Mohamed Elshenawy,EGY,GK,0,0,0,0,0,0
565,Iqraam Rayners,RSA,FW,0,1,0,0,0,2
565,Amad Diallo,CIV,FW,0,0,0,0,0,0
565,Nabil Donga,EGY,MF,0,0,0,0,0,0
565,Ellyes Skhiri,TUN,MF,0,0,0,0,0,0
565,Woodensky Pierre,HAI,MF,0,0,0,0,0,0
565,Ibrahim Sangare,CIV,MF,0,1,0,0,0,0
565,Chemsdine Talbi,MAR,MF,0,0,0,0,0,0
565,Azzedine Ounahi,MAR,MF,0,1,0,0,0,0
565,Alfie Jones,CAN,DF,0,0,0,0,0,0
565,Omar Rekik,TUN,DF,0,1,0,0,0,1
565,Assane Diao,SEN,FW,0,0,0,0,0,0
565,Youssef Belammari,MAR,DF,0,0,0,0,0,0
565,Kalidou Koulibaly,SEN,DF,0,0,0,0,0,0
565,Sipho Chaine,RSA,GK,0,0,0,0,0,0
565,Bamba Dieng,SEN,FW,0,0,0,0,0,0
565,Augustine Boakye,GHA,MF,0,0,0,0,0,0
565,Parfait Guiagon,CIV,MF,0,0,0,0,0,0
565,Maxime Crepeau,CAN,GK,0,0,0,0,0,0
565,Jacob Shaffelburg,CAN,MF,0,0,0,0,0,0
565,Alphonso Davies,CAN,DF,0,0,0,0,0,0
565,Elye Wahi,CIV,FW,0,0,0,0,0,0
565,Christopher Operi,CIV,DF,0,0,0,0,0,0
565,Ahmed Reda Tagnaouti,MAR,GK,0,0,0,0,0,0
565,Alexandre Pierre,HAI,GK,0,0,0,0,0,0
565,Jayden Nelson,CAN,FW,0,0,0,0,0,0
565,Ibrahim Adel,EGY,FW,0,0,0,0,0,0
565,Mohamed Abdelmoneim,EGY,DF,0,0,0,0,0,0
565,Aymen Dahmen,TUN,GK,0,1,0,0,0,0
565,Derrick Etienne,HAI,FW,0,0,0,0,0,0
565,Olwethu Makhanya,RSA,DF,0,0,0,0,0,0
565,Moussa Niakhate,SEN,DF,0,5,0,0,0,0
565,Haissem Hassan,EGY,FW,0,0,0,0,0,0
565,Chadi Riad,MAR,DF,0,0,0,0,0,0
565,Khulumani Ndamane,RSA,DF,0,0,0,0,0,0
565,Emmanuel Agbadou,CIV,DF,0,0,0,0,0,0
565,Mostafa Shoubir,EGY,GK,0,3,0,0,0,0
565,Facundo Pellistri,URU,FW,0,0,0,0,0,0
565,Danilo Santos,BRA,MF,0,0,0,0,0,0
565,Matt Freese,USA,GK,0,1,0,0,0,0
565,Santiago Arias,COL,DF,0,0,0,0,0,0
565,Federico Vinas,URU,FW,0,1,0,0,0,3
565,Santiago Gimenez,MEX,FW,0,1,0,0,0,0
565,Miles Robinson,USA,DF,0,0,0,0,0,0
565,Ismael Diaz,PAN,MF,0,0,0,0,0,0
565,Anibal Godoy,PAN,MF,0,1,0,0,0,0
565,Adalberto Carrasquilla,PAN,MF,0,0,0,0,0,0
565,Hernan Galindez,ECU,GK,0,0,0,0,0,0
565,Luis Mejia,PAN,GK,0,0,0,0,0,0
565,Tomas Rodriguez,PAN,FW,0,1,0,0,0,0
565,Jorge Gutierrez,PAN,DF,0,0,0,0,0,0
565,Cesar Samudio,PAN,GK,0,0,0,0,0,0
565,Exequiel Palacios,ARG,MF,0,0,0,0,0,0
565,Gatito Fernandez,PAR,GK,0,0,0,0,0,0
565,Alessandro Schoepf,AUT,MF,0,0,0,0,0,0
565,Alberto Quintero,PAN,MF,0,0,0,0,0,0
565,Ramon Sosa,PAR,MF,0,1,0,0,0,0
565,Juan Quintero,COL,MF,0,0,0,0,0,0
565,Jaminton Campaz,COL,FW,0,1,0,0,0,0
565,Denil Castillo,ECU,MF,0,0,0,0,0,0
565,Alan Minda,ECU,MF,0,1,0,0,0,0
565,Orbelin Pineda,MEX,MF,0,0,0,0,0,0
565,Marko Arnautovic,AUT,FW,0,1,0,0,0,1
565,Giuliano Simeone,ARG,FW,0,0,0,0,0,0
565,Jeremy Arevalo,ECU,FW,0,0,0,0,0,0
565,Ronald Araujo,URU,DF,0,0,0,0,0,0
565,Kevin Castano,COL,MF,0,0,0,0,0,0
565,Alexis Vega,MEX,FW,0,0,0,0,0,0
565,Alvaro Fidalgo,MEX,MF,0,2,0,0,0,0
565,Gaston Olveira,PAR,GK,0,0,0,0,0,0
565,Gonzalo Valle,ECU,GK,0,0,0,0,0,0
565,Cesar Huerta,MEX,FW,0,0,0,0,0,0
565,Jordy Caicedo,ECU,FW,0,0,0,0,0,0
565,Chris Brady,USA,GK,0,0,0,0,0,0
565,Emiliano Martinez,ARG,GK,0,0,0,0,0,0
565,Haji Wright,USA,FW,0,0,0,0,0,1
565,Bremer,BRA,DF,0,0,0,0,0,0
565,Tim Ream,USA,DF,0,1,0,0,0,0
565,Philipp Lienhart,AUT,DF,0,0,0,0,0,0
565,Matt Turner,USA,GK,0,0,0,0,0,0
565,Matheus Cunha,BRA,FW,0,2,0,0,0,1
565,Nicolas De La Cruz,URU,MF,0,2,0,0,0,0
565,Weverton,BRA,GK,0,0,0,0,0,0
565,Neymar Jr,BRA,FW,0,1,0,0,0,0
565,Geronimo Rulli,ARG,GK,0,0,0,0,0,0
565,Rodrigo Zalazar,URU,MF,0,0,0,0,0,0
565,Kevin Rodriguez,ECU,FW,0,1,0,0,0,0
565,Guillermo Ochoa,MEX,GK,0,0,0,0,0,0
565,Rodrigo De Paul,ARG,MF,0,1,0,0,0,0
565,Max Arfsten,USA,DF,0,0,0,0,0,0
565,Moises Ramirez,ECU,GK,0,0,0,0,0,0
565,Gabriel Avalos,PAR,FW,0,0,0,0,0,0
565,Brenden Aaronson,USA,FW,0,0,0,0,0,0
565,Matias Vina,URU,DF,0,1,0,0,0,1
565,Santiago Mele,URU,GK,0,0,0,0,0,0
565,Azarias Londono,PAN,FW,0,0,0,0,0,0
565,Edgardo Farina,PAN,DF,0,0,0,0,0,0
565,Giovani Lo Celso,ARG,MF,0,0,0,0,0,0
565,Sergino Dest,USA,DF,0,2,0,0,0,0
565,James Rodriguez,COL,MF,0,2,0,0,0,0
565,Raul Rangel,MEX,GK,0,0,0,0,0,0
565,Juan Manuel Sanabria,URU,MF,0,0,0,0,0,1
565,Angelo Preciado,ECU,DF,0,1,0,0,0,0
565,Cucho Hernandez,COL,FW,0,0,0,0,0,0
565,Alexander Schlager,AUT,GK,0,0,0,0,0,0
565,Sebastian Berhalter,USA,MF,0,2,0,0,0,0
565,Rodrigo Aguirre,URU,FW,0,0,0,0,0,0
565,Mauricio,PAR,MF,0,1,0,0,0,0
565,Julio Enciso,PAR,FW,0,7,0,0,0,0
565,Orlando Gill,PAR,GK,0,0,0,0,0,0
565,Juan Portilla,COL,MF,0,0,0,0,0,0
565,Marcel Sabitzer,AUT,MF,0,1,1,0,0,0
565,Gustavo Velazquez,PAR,DF,0,0,0,0,0,0
565,Santiago Bueno,URU,DF,0,0,0,0,0,0
565,Yaimar Medina,ECU,DF,0,0,0,0,0,0
565,Braian Ojeda,PAR,MF,0,0,0,0,0,0
565,Nicolas Tagliafico,ARG,DF,0,1,0,0,0,0
565,Giorgian De Arrascaeta,URU,MF,0,0,0,0,0,0
565,Gustavo Caballero,PAR,MF,0,0,0,0,0,0
565,Auston Trusty,USA,DF,0,0,0,0,0,0
565,Yerry Mina,COL,DF,0,0,0,0,0,0
565,Fabian Balbuena,PAR,DF,0,0,0,0,0,0
565,Leo Pereira,BRA,DF,0,0,0,0,0,0
565,Fidel Escobar,PAN,DF,0,0,0,0,0,0
565,Johan Vasquez,MEX,DF,0,0,0,0,0,0
565,Marquinhos,BRA,DF,0,0,0,0,0,0
565,Cesar Yanis,PAN,MF,0,0,0,0,0,0
565,Felix Torres,ECU,DF,0,0,0,0,0,0
565,Thiago Almada,ARG,FW,0,1,0,0,0,2
565,Jorge Carrascal,COL,MF,0,0,0,0,0,0
565,Roderick Miller,PAN,DF,0,0,0,0,0,0
565,Valentin Barco,ARG,MF,0,0,0,0,0,0
565,Joe Scally,USA,DF,0,1,0,0,0,0
565,Ederson,BRA,GK,0,0,0,0,0,0
565,Alex Zendejas,USA,FW,0,0,0,0,0,0
565,David Ospina,COL,GK,0,0,0,0,0,0
565,Emiliano Martinez,URU,MF,0,0,0,0,0,0
565,Mark Mckenzie,USA,DF,0,0,0,0,0,0
565,Jose Manuel Lopez,ARG,FW,0,0,0,0,0,0
565,Luiz Henrique,BRA,FW,0,1,0,0,0,0
565,Jose Maria Gimenez,URU,DF,0,0,0,0,0,0
565,Brian Rodriguez,URU,FW,0,1,0,0,0,0
565,Fernando Muslera,URU,GK,0,0,0,0,0,0
565,Alexandro Maidana,PAR,DF,0,0,0,0,0,0
565,John Yeboah,ECU,FW,0,0,0,0,0,0
565,Sergio Rochet,URU,GK,0,0,0,0,0,0
565,Anthony Valencia,ECU,MF,0,0,0,0,0,0
565,Alisson,BRA,GK,0,0,0,0,0,0
565,Orlando Mosquera,PAN,GK,0,0,0,0,0,0
565,Kendry Paez,ECU,MF,0,0,0,0,0,0
565,Willer Ditta,COL,DF,0,0,0,0,0,0
565,Deiver Machado,COL,DF,0,0,0,0,0,0
565,Marcos Senesi,ARG,DF,0,0,0,0,0,0
565,Carlos Acevedo,MEX,GK,0,0,0,0,0,0
565,Alvaro Montero,COL,GK,0,0,0,0,0,0
565,Cristian Roldan,USA,MF,0,0,0,0,0,0
565,Andres Gomez,COL,FW,0,0,0,0,0,0
565,Juan Musso,ARG,GK,0,0,0,0,0,0
565,Nico Gonzalez,ARG,MF,0,2,0,0,0,0
565,Eric Davis,PAN,DF,0,0,0,0,0,0
565,Joel Ordonez,ECU,DF,0,0,0,0,0,0
565,Camilo Vargas,COL,GK,0,0,0,0,0,0
565,Damian Bobadilla,PAR,MF,0,1,0,0,0,0
565,David Alaba,AUT,DF,0,0,0,0,0,0
565,Joaquin Piquerez,URU,MF,0,0,0,0,0,0
