Posição,Jogador,País,Posição Campo,Gols,Assistências,Minutos jogados
114,Hakan Calhanoglu,TUR,MF,0,0,208
114,Merih Demiral,TUR,DF,0,0,208
114,Arda Guler,TUR,FW,0,0,208
115,Tyler Adams,USA,MF,0,0,209
115,Matt Freese,USA,GK,0,0,209
115,Tim Ream,USA,DF,0,0,209
115,Chris Richards,USA,DF,0,0,209
115,Pavel Sulc,CZE,FW,0,0,209
115,Jonas Adjetey,GHA,DF,0,0,209
115,Gideon Mensah,GHA,DF,0,0,209
115,Jerome Opoku,GHA,DF,0,0,209
115,Antoine Semenyo,GHA,MF,0,0,209
116,Yazeed Abulaila,JOR,GK,0,0,209
116,Yazan Alarab,JOR,DF,0,0,209
116,Krepin Diatta,SEN,DF,0,0,210
116,Moussa Niakhate,SEN,DF,0,0,210
116,Konrad Laimer,AUT,MF,0,0,211
116,Marcel Sabitzer,AUT,MF,0,0,211
116,Alexander Schlager,AUT,GK,0,0,211
116,Nicolas Seiwald,AUT,MF,0,0,211
117,Omar Alderete,PAR,DF,0,0,212
117,Junior Alonso,PAR,DF,0,0,212
117,Andres Cubas,PAR,MF,0,0,212
117,Orlando Gill,PAR,GK,0,0,212
117,Gustavo Gomez,PAR,DF,0,0,212
117,Esmir Bajraktarevic,BIH,FW,0,0,213
117,Paik Seungho,KOR,MF,0,0,216
117,Benjamin Tahirovic,BIH,MF,0,0,217
117,Israel Reyes,MEX,DF,0,0,217
117,Jesus Gallardo,MEX,DF,0,0,219
118,Edson Alvarez,MEX,DF,0,0,221
118,Casemiro,BRA,MF,0,0,221
118,Amar Memic,BIH,MF,0,0,228
118,Tajon Buchanan,CAN,FW,0,0,231
118,Ruben Providence,HAI,FW,0,0,237
118,Stephen Eustaquio,CAN,MF,0,0,239
118,Thalente Mbatha,RSA,MF,0,0,242
118,Derek Cornelius,CAN,DF,0,0,251
118,Andy Robertson,SCO,DF,0,0,255
118,Danilo,BRA,DF,0,0,259
119,Nikola Katic,BIH,DF,0,0,268
119,Kim Minjae,KOR,DF,0,0,268
119,Akram Afif,QAT,FW,0,0,269
119,Seol Youngwoo,KOR,DF,0,0,274
119,Bilal El Khannouss,MAR,MF,0,0,274
119,Luc De Fougerolles,CAN,DF,0,0,277
119,Aubrey Modiba,RSA,DF,0,0,281
119,Raul Rangel,MEX,GK,0,0,282
119,Danley Jean Jacques,HAI,MF,0,0,288
119,Ermedin Demirovic,BIH,FW,0,0,289
120,Richie Laryea,CAN,DF,0,0,292
120,Jean Ricner Bellegarde,HAI,MF,0,0,292
120,Neil El Aynaoui,MAR,MF,0,0,293
120,Douglas Santos,BRA,DF,0,0,293
120,Remo Freuler,SUI,MF,0,0,294
120,Ricardo Rodriguez,SUI,DF,0,0,294
120,Kim Seunggyu,KOR,GK,0,0,300
120,Lee Hanbeom,KOR,DF,0,0,300
120,Lee Gihyuk,KOR,MF,0,0,300
120,Robin Hranac,CZE,DF,0,0,301
120,Matej Kovar,CZE,GK,0,0,301
121,Nikola Vasilj,BIH,GK,0,0,301
121,Mbekezeli Mbokazi,RSA,DF,0,0,302
121,Khuliso Mudau,RSA,DF,0,0,302
121,Ime Okon,RSA,DF,0,0,302
121,Ronwen Williams,RSA,GK,0,0,302
121,Manuel Akanji,SUI,DF,0,0,303
121,Nico Elvedi,SUI,DF,0,0,303
121,Gregor Kobel,SUI,GK,0,0,303
121,Maxime Crepeau,CAN,GK,0,0,306
122,Alistair Johnston,CAN,DF,0,0,306
122,Lewis Ferguson,SCO,MF,0,0,306
122,Angus Gunn,SCO,GK,0,0,306
122,Jack Hendry,SCO,DF,0,0,306
122,Scott Mctominay,SCO,MF,0,0,306
122,Ricardo Ade,HAI,DF,0,0,306
122,Hannes Delcroix,HAI,DF,0,0,306
122,Martin Experience,HAI,DF,0,0,306
122,Johny Placide,HAI,GK,0,0,306
122,Marquinhos,BRA,DF,0,0,308
122,Alisson,BRA,GK,0,0,308
122,Gabriel Magalhaes,BRA,DF,0,0,308
123,Yassine Bounou,MAR,GK,0,0,308
123,Mahmoud Abunada,QAT,GK,0,0,310
123,Pedro Miguel,QAT,DF,0,0,310
123,Boualem Khoukhi,QAT,DF,0,0,310
123,Issa Laye,QAT,DF,0,0,310
