Posição,Jogador,País,Posição Campo,Pedidos de bola,Pedidos atrás,Pedidos entre,Pedidos na frente,Pedidos dentro da forma coletiva,Pedidos fora da forma coletiva,Recepções atrás,Recepções entre as linhas defensiva e de meio-campo,Recepções sob pressão,Participações do jogador
714,Oston Urunov,UZB,MF,10,5,4,1,6,4,0,4,4,10
714,Cedric Itten,SUI,FW,10,8,2,0,8,2,1,3,3,7
714,Joris Kayembe,COD,DF,10,2,7,1,1,9,0,6,5,32
714,Zion Suzuki,JPN,GK,10,0,0,10,8,2,0,0,0,83
714,Shogo Taniguchi,JPN,DF,10,1,2,7,8,2,1,0,14,97
714,Ali Azaizeh,JOR,FW,10,3,7,0,3,7,0,6,7,15
714,Yazan Alarab,JOR,DF,10,0,2,8,4,6,0,0,18,128
714,Husam Abudahab,JOR,DF,10,0,0,10,5,5,0,0,11,47
714,Jurien Gaari,CUW,DF,10,0,1,9,4,6,0,1,11,39
731,Deveron Fonville,CUW,DF,9,4,5,0,0,9,0,7,37,89
731,Jovo Lukic,BIH,FW,9,2,7,0,7,2,0,14,14,35
731,Manuel Neuer,GER,GK,9,0,0,9,6,3,0,0,4,85
731,Nathan Ngoy,BEL,DF,9,0,0,9,7,2,0,0,21,316
731,Diogo Costa,POR,GK,9,0,0,9,3,6,0,0,3,95
731,Marc Guehi,ENG,DF,9,1,0,8,6,3,0,1,8,270
731,Leo Ostigard,NOR,DF,9,1,1,7,6,3,0,2,7,51
731,Gonzalo Montiel,ARG,DF,9,3,4,2,0,9,0,1,6,46
731,Timothy Weah,USA,FW,9,2,4,3,2,7,0,8,4,33
731,Jaminton Campaz,COL,FW,9,5,4,0,4,5,0,3,4,13
731,Omar Alderete,PAR,DF,9,1,0,8,4,5,0,1,7,75
731,Maxime Crepeau,CAN,GK,9,0,0,9,5,4,0,0,4,132
731,Promise David,CAN,FW,9,7,2,0,9,0,1,9,11,23
731,Mohamed Hadj Mahmoud,TUN,MF,9,2,5,2,2,7,0,1,5,17
731,Aymen Dahmen,TUN,GK,9,0,0,9,5,4,0,0,1,44
731,Tshepang Moremi,RSA,FW,9,5,4,0,1,8,1,2,5,14
731,Deroy Duarte,CPV,MF,9,2,3,4,5,4,1,4,12,44
731,Yang Hyunjun,KOR,MF,9,1,6,2,2,7,1,1,10,28
731,Willy Semedo,CPV,MF,9,6,2,1,4,5,0,4,9,20
731,Helio Varela,CPV,MF,9,5,2,2,2,7,0,3,3,9
731,Cameron Burgess,AUS,DF,9,0,1,8,3,6,0,0,20,113
731,Tyler Bindon,NZL,DF,9,6,3,0,2,7,0,3,8,28
731,Jackson Irvine,AUS,MF,9,3,4,2,6,3,2,5,7,21
754,Taha Ali,SWE,FW,8,1,6,1,0,8,0,4,6,18
754,Kristoffer Nordfeldt,SWE,GK,8,0,0,8,5,3,0,0,1,115
754,Tarik Muharemovic,BIH,DF,8,0,1,7,5,3,0,2,22,159
754,Findlay Curtis,SCO,FW,8,5,3,0,2,6,0,2,3,9
754,Eren Elmali,TUR,DF,8,5,2,1,4,4,1,3,7,29
754,Cesar Montes,MEX,DF,8,1,0,7,3,5,0,1,9,222
754,Cristian Romero,ARG,DF,8,0,0,8,6,2,0,0,13,227
754,Eberechi Eze,ENG,MF,8,5,1,2,4,4,0,6,11,24
754,Rafael Leao,POR,FW,8,2,6,0,1,7,1,12,8,38
754,Luka Vuskovic,CRO,DF,8,0,1,7,5,3,0,0,2,94
754,Park Jinseob,KOR,DF,8,2,2,4,4,4,1,1,6,108
754,Lionel Mpasi,COD,GK,8,0,0,8,4,4,0,0,3,108
754,Ismail Jakobs,SEN,DF,8,5,3,0,1,7,1,7,2,35
754,Habib Diarra,SEN,MF,8,1,3,4,7,1,0,1,5,22
754,Mostafa Shoubir,EGY,GK,8,0,0,8,4,4,0,0,1,92
769,Gessime Yassine,MAR,MF,7,4,3,0,2,5,0,6,4,17
769,Prince Adu,GHA,FW,7,5,2,0,6,1,1,7,8,15
769,Ibrahim Sangare,CIV,MF,7,0,4,3,4,3,0,1,22,98
769,Yannick Semedo,CPV,MF,7,0,6,1,7,0,0,1,3,28
769,Jerome Opoku,GHA,DF,7,0,1,6,4,3,0,0,8,136
769,Dylan Bronn,TUN,DF,7,0,0,7,2,5,0,0,1,40
769,Tim Ream,USA,DF,7,0,0,7,1,6,0,1,16,338
769,Jhon Lucumi,COL,DF,7,0,0,7,2,5,0,2,15,261
769,Armando Gonzalez,MEX,FW,7,4,3,0,5,2,0,4,4,5
769,Orlando Gill,PAR,GK,7,0,0,7,5,2,0,0,7,101
769,Joel Ordonez,ECU,DF,7,0,1,6,5,2,0,1,9,132
769,Armando Obispo,CUW,DF,7,0,0,7,3,4,0,1,15,118
769,Eloy Room,CUW,GK,7,0,0,7,1,6,0,0,0,124
769,Elliot Stroud,SWE,DF,7,1,1,5,1,6,0,1,4,25
769,Dzenis Burnic,BIH,MF,7,4,2,1,0,7,0,2,7,21
769,Francis De Vries,NZL,DF,7,2,2,3,2,5,0,3,2,18
769,Stjepan Radeljic,BIH,DF,7,0,0,7,3,4,0,1,7,184
769,Cristian Volpato,AUS,FW,7,3,1,3,4,3,1,9,14,43
769,Mathew Leckie,AUS,FW,7,3,3,1,6,1,1,9,14,33
769,Tete Yengi,AUS,FW,7,5,2,0,3,4,2,5,5,12
769,Luca Zidane,ALG,GK,7,0,0,7,5,2,0,1,2,129
769,Mohammad Aldaoud,JOR,MF,7,3,2,2,0,7,0,1,4,9
769,Ahmed Alganehi,QAT,MF,7,2,4,1,3,4,0,2,8,27
769,Yazeed Abulaila,JOR,GK,7,0,0,7,5,2,0,0,0,92
769,Mahmoud Abunada,QAT,GK,7,0,0,7,4,3,0,0,3,162
769,Thibaut Courtois,BEL,GK,7,0,0,7,6,1,0,0,0,91
769,Josko Gvardiol,CRO,DF,7,1,1,5,0,7,0,4,19,164
796,Arthur Theate,BEL,DF,6,0,0,6,4,2,0,0,2,17
796,Bart Verbruggen,NED,GK,6,0,0,6,5,1,0,0,0,128
796,Marin Pongracic,CRO,DF,6,1,0,5,4,2,0,1,12,147
796,Themba Zwane,RSA,MF,6,0,5,1,5,1,0,0,5,14
796,Trezeguet,EGY,FW,6,3,3,0,2,4,1,5,5,18
796,Benjamin Asare,GHA,GK,6,1,0,5,4,2,0,0,0,48
796,Roger Ibanez,BRA,DF,6,4,2,0,3,3,0,2,3,42
796,Ederson Silva,BRA,MF,6,4,1,1,3,3,0,3,1,9
796,Alejandro Romero Gamarra,PAR,FW,6,0,1,5,5,1,0,0,9,24
796,Alex Sandro,BRA,DF,6,2,2,2,1,5,0,2,2,25
796,Mehdi Ghayedi,IRN,FW,6,3,3,0,4,2,5,7,11,29
796,Junnosuke Suzuki,JPN,DF,6,2,3,1,2,4,0,0,1,6
796,Mohammed Alowais,KSA,GK,6,0,0,6,5,1,0,0,2,98
796,Miro Muheim,SUI,DF,6,4,2,0,0,6,0,0,0,11
796,Zeki Amdouni,SUI,FW,6,5,1,0,6,0,1,5,4,15
796,Igor Sergeev,UZB,FW,6,3,3,0,3,3,0,2,2,7
796,Khojiakbar Alijonov,UZB,DF,6,3,3,0,1,5,1,5,4,22
813,Farrukh Sayfiev,UZB,DF,5,2,2,1,1,4,3,4,13,29
813,Dennis Hadzikadunic,BIH,DF,5,0,0,5,1,4,0,2,3,23
813,Salih Ozcan,TUR,MF,5,0,0,5,3,2,0,0,0,34
813,Jakhongir Urozov,UZB,DF,5,0,2,3,3,2,0,2,2,41
813,Bamba Dieng,SEN,FW,5,3,2,0,5,0,0,1,1,5
813,Odilon Kossounou,CIV,DF,5,0,0,5,2,3,0,0,10,109
813,Derek Cornelius,CAN,DF,5,0,1,4,0,5,1,5,26,277
813,Kamogelo Sebelebele,RSA,FW,5,2,3,0,2,3,1,2,2,13
813,Gervane Kastaneer,CUW,FW,5,4,1,0,3,2,0,3,3,12
813,Luka Sucic,CRO,MF,5,3,1,1,4,1,1,1,3,10
813,Anthony Ralston,SCO,DF,5,1,3,1,0,5,0,3,3,16
813,Malo Gusto,FRA,DF,5,2,3,0,0,5,0,2,1,16
813,Ruben Dias,POR,DF,5,0,0,5,4,1,0,0,6,127
813,Jaouen Hadjam,ALG,DF,5,2,3,0,0,5,0,1,7,17
813,Abdulelah Alamri,KSA,DF,5,1,1,3,3,2,1,1,8,101
813,Rebin Sulaka,IRQ,DF,5,0,0,5,0,5,0,1,3,44
813,Saleh Hardani,IRN,DF,5,2,3,0,0,5,0,2,3,15
813,Ayumu Seko,JPN,DF,5,0,0,5,3,2,0,0,2,28
813,Isidro Pitta,PAR,FW,5,5,0,0,3,2,0,5,8,15
813,Ramon Sosa,PAR,MF,5,1,3,1,4,1,0,0,0,9
813,Antonio Sanabria,PAR,FW,5,3,2,0,4,1,2,9,7,19
813,Gustavo Velazquez,PAR,DF,5,1,3,1,0,5,0,2,3,22
835,Gustavo Gomez,PAR,DF,4,0,1,3,2,2,0,1,3,56
835,Anibal Godoy,PAN,MF,4,1,2,1,1,3,0,1,3,18
835,Nico Paz,ARG,FW,4,0,3,1,0,4,0,1,2,10
835,Cucho Hernandez,COL,FW,4,2,2,0,3,1,1,5,6,12
835,Alex Arce,PAR,FW,4,2,2,0,2,2,0,5,6,14
835,Stepan Chaloupek,CZE,DF,4,0,0,4,0,4,0,1,9,54
835,Yassin Fortune,HAI,FW,4,0,4,0,0,4,0,1,3,9
835,Joao Paulo,CPV,MF,4,0,3,1,1,3,0,0,5,15
835,Karim Hafez,EGY,DF,4,0,1,3,1,3,2,0,4,15
835,Mory Diaw,SEN,GK,4,0,0,4,3,1,0,0,0,19
835,Mohanad Ali,IRQ,FW,4,4,0,0,3,1,1,0,1,4
835,Ali Lajami,KSA,DF,4,0,1,3,3,1,0,1,7,61
835,Lucas Mendes,QAT,DF,4,4,0,0,2,2,0,0,0,0
835,Saed Alrosan,JOR,DF,4,0,1,3,1,3,0,0,2,28
835,Nathanael Mbuku,COD,MF,4,0,2,2,2,2,0,1,7,16
835,Goncalo Ramos,POR,FW,4,1,3,0,4,0,0,1,0,4
835,John Stones,ENG,DF,4,0,0,4,2,2,0,0,5,131
852,Antonio Ruediger,GER,DF,3,0,0,3,2,1,0,0,5,92
852,Kevin Danso,AUT,DF,3,0,1,2,2,1,1,5,17,217
852,Marcus Thuram,FRA,FW,3,3,0,0,3,0,0,0,0,0
852,Dominik Livakovic,CRO,GK,3,0,0,3,1,2,0,0,5,126
852,Daniel Svensson,SWE,DF,3,2,1,0,1,2,0,2,1,8
852,Patrick Beach,AUS,GK,3,0,0,3,2,1,0,0,1,102
852,Jason Geria,AUS,DF,3,1,0,2,1,2,0,2,5,46
852,Christian Fassnacht,SUI,FW,3,0,3,0,2,1,1,5,6,12
852,Samed Bazdar,BIH,FW,3,1,2,0,2,1,0,8,8,17
852,Mattias Svanberg,SWE,MF,3,0,1,2,3,0,0,1,2,4
852,Jose Canale,PAR,DF,3,2,1,0,1,2,0,0,1,2
852,Nicolas Tagliafico,ARG,DF,3,1,2,0,1,2,0,1,0,3
852,Cesar Huerta,MEX,FW,3,3,0,0,0,3,0,1,3,5
852,Luiz Henrique,BRA,FW,3,0,3,0,0,3,0,3,6,27
852,Leandro Paredes,ARG,MF,3,1,1,1,1,2,0,2,1,20
852,Alexandro Maidana,PAR,DF,3,2,1,0,0,3,0,4,2,11
852,Jalal Hassan,IRQ,GK,3,0,0,3,2,1,0,0,0,57
852,Gedeon Kalulu,COD,DF,3,1,2,0,1,2,0,4,0,11
852,Mustafa Saadoon,IRQ,DF,3,1,2,0,0,3,0,0,0,2
852,Evann Guessand,CIV,FW,3,2,1,0,3,0,0,7,6,12
852,Mohamed Abdelmoneim,EGY,DF,3,0,1,2,0,3,0,0,1,4
873,Jonathan Osorio,CAN,MF,2,0,0,2,1,1,0,0,1,8
873,David Zima,CZE,DF,2,0,1,1,1,1,0,0,1,16
873,Mojmir Chytil,CZE,FW,2,2,0,0,1,1,0,2,2,4
873,Ross Stewart,SCO,FW,2,1,1,0,1,1,0,0,0,0
873,Kenji Gorre,CUW,FW,2,0,2,0,1,1,0,3,1,5
873,Waldemar Anton,GER,DF,2,0,1,1,1,1,0,0,2,17
873,Nathan Ake,NED,DF,2,0,0,2,0,2,0,0,1,17
873,Mohammad Abuzraiq,JOR,FW,2,1,1,0,0,2,0,0,0,5
873,Saleem Obaid,JOR,DF,2,0,0,2,0,2,0,0,5,32
873,Guillermo Ochoa,MEX,GK,2,0,0,2,1,1,0,0,0,14
873,Rodrigo Aguirre,URU,FW,2,1,1,0,1,1,0,1,1,2
873,Haji Wright,USA,FW,2,2,0,0,1,1,0,0,0,0
873,Auston Trusty,USA,DF,2,0,1,1,0,2,0,1,1,8
886,Jordy Caicedo,ECU,FW,1,1,0,0,0,1,0,2,2,4
886,Joe Scally,USA,DF,1,0,0,1,0,1,0,0,3,10
886,Andres Gomez,COL,FW,1,1,0,0,0,1,0,0,0,0
886,Mouhib Chamakh,TUN,GK,1,0,0,1,1,0,0,0,0,34
886,Callan Elliot,NZL,DF,1,0,1,0,0,1,0,0,3,11
886,Ardon Jashari,SUI,MF,1,0,1,0,1,0,0,2,2,18
886,Amir Hadziahmetovic,BIH,MF,1,0,1,0,1,0,0,0,0,9
886,Alhashmi Alhussein,QAT,DF,1,0,1,0,0,1,0,1,1,1
886,Zineddine Belaid,ALG,DF,1,0,0,1,1,0,0,1,2,14
886,Marco Friedl,AUT,DF,1,0,0,1,0,1,0,1,0,64
896,Mats Wieffer,NED,DF,0,0,0,0,0,0,0,0,0,0
896,Lutsharel Geertruida,NED,DF,0,0,0,0,0,0,0,0,0,0
896,Joaquin Seys,BEL,DF,0,0,0,0,0,0,0,0,0,0
896,Dean Henderson,ENG,GK,0,0,0,0,0,0,0,0,0,0
896,Maxence Lacroix,FRA,DF,0,0,0,0,0,0,0,0,0,0
896,Goncalo Guedes,POR,FW,0,0,0,0,0,0,0,0,0,0
896,Warren Zaire Emery,FRA,MF,0,0,0,0,0,0,0,0,0,0
896,Fredrik Andre Bjorkan,NOR,DF,0,0,0,0,0,0,0,0,0,0
896,Diego Moreira,BEL,MF,0,0,0,0,0,0,0,0,0,0
896,James Trafford,ENG,GK,0,0,0,0,0,0,0,0,0,0
896,Diogo Dalot,POR,DF,0,0,0,0,0,0,0,0,0,0
896,Marten De Roon,NED,MF,0,0,0,0,0,0,0,0,0,0
896,Ivor Pandur,CRO,GK,0,0,0,0,0,0,0,0,0,0
896,Ibrahima Konate,FRA,DF,0,0,0,0,0,0,0,0,0,0
896,Martin Erlic,CRO,DF,0,0,0,0,0,0,0,0,0,0
896,Ollie Watkins,ENG,FW,0,0,0,0,0,0,0,0,0,0
896,Patrick Pentz,AUT,GK,0,0,0,0,0,0,0,0,0,0
896,Henrik Falchener,NOR,DF,0,0,0,0,0,0,0,0,0,0
896,Axel Witsel,BEL,MF,0,0,0,0,0,0,0,0,0,0
896,Alessandro Schoepf,AUT,MF,0,0,0,0,0,0,0,0,0,0
896,Sander Tangvik,NOR,GK,0,0,0,0,0,0,0,0,0,0
896,Nick Woltemade,GER,FW,0,0,0,0,0,0,0,0,0,0
896,Egil Selvik,NOR,GK,0,0,0,0,0,0,0,0,0,0
896,Sondre Langas,NOR,DF,0,0,0,0,0,0,0,0,0,0
896,Kristijan Jakic,CRO,DF,0,0,0,0,0,0,0,0,0,0
896,Trevoh Chalobah,ENG,DF,0,0,0,0,0,0,0,0,0,0
896,Ruben Neves,POR,MF,0,0,0,0,0,0,0,0,0,0
896,Jose Sa,POR,GK,0,0,0,0,0,0,0,0,0,0
896,Ngolo Kante,FRA,MF,0,0,0,0,0,0,0,0,0,0
896,Malick Thiaw,GER,DF,0,0,0,0,0,0,0,0,0,0
896,Toni Fruk,CRO,MF,0,0,0,0,0,0,0,0,0,0
896,Kobbie Mainoo,ENG,MF,0,0,0,0,0,0,0,0,0,0
896,Koni De Winter,BEL,DF,0,0,0,0,0,0,0,0,0,0
896,Dan Burn,ENG,DF,0,0,0,0,0,0,0,0,0,0
896,Mark Flekken,NED,GK,0,0,0,0,0,0,0,0,0,0
896,Oliver Baumann,GER,GK,0,0,0,0,0,0,0,0,0,0
896,Wout Weghorst,NED,FW,0,0,0,0,0,0,0,0,0,0
896,Jarell Quansah,ENG,DF,0,0,0,0,0,0,0,0,0,0
896,Thelo Aasgaard,NOR,MF,0,0,0,0,0,0,0,0,0,0
896,Mike Penders,BEL,GK,0,0,0,0,0,0,0,0,0,0
896,Jens Petter Hauge,NOR,MF,0,0,0,0,0,0,0,0,0,0
896,Matheus Nunes,POR,MF,0,0,0,0,0,0,0,0,0,0
896,Rui Silva,POR,GK,0,0,0,0,0,0,0,0,0,0
896,Assan Ouedraogo,GER,MF,0,0,0,0,0,0,0,0,0,0
896,Brice Samba,FRA,GK,0,0,0,0,0,0,0,0,0,0
896,Dejan Ljubicic,AUT,MF,0,0,0,0,0,0,0,0,0,0
896,Maximilian Beier,GER,FW,0,0,0,0,0,0,0,0,0,0
896,Dominik Kotarski,CRO,GK,0,0,0,0,0,0,0,0,0,0
896,Michael Svoboda,AUT,DF,0,0,0,0,0,0,0,0,0,0
896,Angelo Stiller,GER,MF,0,0,0,0,0,0,0,0,0,0
896,Duje Caleta Car,CRO,DF,0,0,0,0,0,0,0,0,0,0
896,Goncalo Inacio,POR,DF,0,0,0,0,0,0,0,0,0,0
896,Florian Grillitsch,AUT,MF,0,0,0,0,0,0,0,0,0,0
896,David Affengruber,AUT,DF,0,0,0,0,0,0,0,0,0,0
896,Florian Wiegele,AUT,GK,0,0,0,0,0,0,0,0,0,0
896,Jorrel Hato,NED,DF,0,0,0,0,0,0,0,0,0,0
896,Alexander Nuebel,GER,GK,0,0,0,0,0,0,0,0,0,0
896,Morten Thorsby,NOR,MF,0,0,0,0,0,0,0,0,0,0
896,Senne Lammens,BEL,GK,0,0,0,0,0,0,0,0,0,0
896,Craig Gordon,SCO,GK,0,0,0,0,0,0,0,0,0,0
896,Ivan Toney,ENG,FW,0,0,0,0,0,0,0,0,0,0
896,Nikola Moro,CRO,MF,0,0,0,0,0,0,0,0,0,0
896,Pascal Gross,GER,MF,0,0,0,0,0,0,0,0,0,0
896,Noa Lang,NED,FW,0,0,0,0,0,0,0,0,0,1
896,Samu Costa,POR,DF,0,0,0,0,0,0,0,0,0,0
896,Robin Risser,FRA,GK,0,0,0,0,0,0,0,0,0,0
896,Justin Kluivert,NED,MF,0,0,0,0,0,0,0,0,0,0
896,Lucas Hernandez,FRA,DF,0,0,0,0,0,0,0,0,0,0
896,Zeno Debast,BEL,DF,0,0,0,0,0,0,0,0,0,0
896,Jean Philippe Mateta,FRA,FW,0,0,0,0,0,0,0,0,0,0
896,Robin Roefs,NED,GK,0,0,0,0,0,0,0,0,0,0
896,Jorgen Strand Larsen,NOR,FW,0,0,0,0,0,0,0,0,0,0
896,Jordan Henderson,ENG,MF,0,0,0,0,0,0,0,0,0,0
896,Olwethu Makhanya,RSA,DF,0,0,0,0,0,0,0,0,0,0
896,Mortadha Ben Ouanes,TUN,DF,0,0,0,0,0,0,0,0,0,0
896,Alphonso Davies,CAN,DF,0,0,0,0,0,0,0,0,0,0
896,Carl Sainte,HAI,MF,0,0,0,0,0,0,0,0,0,0
896,Lawrence Ati Zigi,GHA,GK,0,0,0,0,0,0,0,0,0,22
896,Zakaria El Ouahdi,MAR,DF,0,0,0,0,0,0,0,0,0,0
896,Oumar Diakite,CIV,FW,0,0,0,0,0,0,0,0,0,0
896,Alban Lafont,CIV,GK,0,0,0,0,0,0,0,0,0,0
896,Khulumani Ndamane,RSA,DF,0,0,0,0,0,0,0,0,0,0
896,Baba Rahman,GHA,DF,0,0,0,0,0,0,0,0,0,0
896,Abdul Mumin,GHA,DF,0,0,0,0,0,0,0,0,0,0
896,Mohamed Elshenawy,EGY,GK,0,0,0,0,0,0,0,0,0,0
896,Alexandre Pierre,HAI,GK,0,0,0,0,0,0,0,0,0,0
896,Nabil Donga,EGY,MF,0,0,0,0,0,0,0,0,0,0
896,Ahmed Reda Tagnaouti,MAR,GK,0,0,0,0,0,0,0,0,0,0
896,Parfait Guiagon,CIV,MF,0,0,0,0,0,0,0,0,0,0
896,Mahdy Soliman,EGY,GK,0,0,0,0,0,0,0,0,0,0
896,Bradley Cross,RSA,DF,0,0,0,0,0,0,0,0,0,0
896,Raed Chikhaoui,TUN,DF,0,0,0,0,0,0,0,0,0,0
896,Samukele Kabini,RSA,DF,0,0,0,0,0,0,0,0,0,0
896,Alidu Seidu,GHA,DF,0,0,0,0,0,0,0,0,0,0
896,Khalil Ayari,TUN,MF,0,0,0,0,0,0,0,0,0,0
896,Ricardo Goss,RSA,GK,0,0,0,0,0,0,0,0,0,0
896,Markhus Lacroix,HAI,DF,0,0,0,0,0,0,0,0,0,0
896,Mohamed Alaa,EGY,GK,0,0,0,0,0,0,0,0,0,0
896,Youssef Belammari,MAR,DF,0,0,0,0,0,0,0,0,0,0
896,Owen Goodman,CAN,GK,0,0,0,0,0,0,0,0,0,0
896,Keeto Thermoncy,HAI,DF,0,0,0,0,0,0,0,0,0,0
896,Woodensky Pierre,HAI,MF,0,0,0,0,0,0,0,0,0,0
896,Kelvin Pires,CPV,DF,0,0,0,0,0,0,0,0,0,0
896,Duckens Nazon,HAI,FW,0,0,0,0,0,0,0,2,4,8
896,Tarek Alaa,EGY,DF,0,0,0,0,0,0,0,0,0,0
896,Josue Duverger,HAI,GK,0,0,0,0,0,0,0,0,0,0
896,Bara Sapoko Ndiaye,SEN,MF,0,0,0,0,0,0,0,0,0,0
896,Jean Michael Seri,CIV,MF,0,0,0,0,0,0,0,0,0,0
896,Christopher Bonsu Baah,GHA,FW,0,0,0,0,0,0,0,0,0,0
896,Thabang Matuludi,RSA,DF,0,0,0,0,0,0,0,0,0,0
896,Mamadou Sarr,SEN,DF,0,0,0,0,0,0,0,0,0,0
896,Sipho Chaine,RSA,GK,0,0,0,0,0,0,0,0,0,0
896,Mahmoud Saber,EGY,MF,0,0,0,0,0,0,0,0,0,0
896,Evan Ndicka,CIV,DF,0,0,0,0,0,0,0,0,0,0
896,Joseph Anang,GHA,GK,0,0,0,0,0,0,0,0,0,0
896,Hazem Mastouri,TUN,FW,0,0,0,0,0,0,0,0,0,0
896,Jayden Nelson,CAN,FW,0,0,0,0,0,0,0,0,0,0
896,Garven Metusala,HAI,DF,0,0,0,0,0,0,0,0,0,0
896,Antoine Mendy,SEN,DF,0,0,0,0,0,0,0,0,0,0
896,Hossam Abdelmaguid,EGY,DF,0,0,0,0,0,0,0,0,2,8
896,Sabri Ben Hessen,TUN,GK,0,0,0,0,0,0,0,0,0,0
896,Abdoulaye Seck,SEN,DF,0,0,0,0,0,0,0,0,0,0
896,Yehvann Diouf,SEN,GK,0,0,0,0,0,0,0,0,0,0
896,Kojo Peprah Oppong,GHA,DF,0,0,0,0,0,0,0,0,0,0
896,Christopher Operi,CIV,DF,0,0,0,0,0,0,0,0,0,0
896,Dayne St Clair,CAN,GK,0,0,0,0,0,0,0,0,0,0
896,Cherif Ndiaye,SEN,FW,0,0,0,0,0,0,0,0,0,0
896,Mohamed Kone,CIV,GK,0,0,0,0,0,0,0,0,0,0
896,Munir El Kajoui,MAR,GK,0,0,0,0,0,0,0,0,0,0
896,Derrick Luckassen,GHA,DF,0,0,0,0,0,0,0,0,0,0
896,Alfie Jones,CAN,DF,0,0,0,0,0,0,0,0,0,0
896,Joel Waterman,CAN,DF,0,0,0,0,0,0,0,0,0,0
896,Augustine Boakye,GHA,MF,0,0,0,0,0,0,0,0,0,0
896,Rayan Elloumi,TUN,FW,0,0,0,0,0,0,0,0,0,0
896,Adam Arous,TUN,DF,0,0,0,0,0,0,0,0,0,0
896,Assane Diao,SEN,FW,0,0,0,0,0,0,0,0,0,0
896,Moutaz Neffati,TUN,DF,0,0,0,0,0,0,0,0,0,0
896,Ousmane Diomande,CIV,DF,0,0,0,0,0,0,0,0,0,0
896,Wilguens Paugain,HAI,DF,0,0,0,0,0,0,0,0,0,0
896,Wagner Pina,CPV,DF,0,0,0,0,0,0,0,0,0,0
896,Haissem Hassan,EGY,FW,0,0,0,0,0,0,0,0,0,0
896,Shurandy Sambo,CUW,DF,0,0,0,0,0,0,0,0,0,0
896,Mladen Jurkas,BIH,GK,0,0,0,0,0,0,0,0,0,0
896,Tyrick Bodak,CUW,GK,0,0,0,0,0,0,0,0,0,0
896,Godfried Roemeratoe,CUW,MF,0,0,0,0,0,0,0,0,1,7
896,Roshon Van Eijma,CUW,DF,0,0,0,0,0,0,0,0,0,2
896,Arjany Martha,CUW,MF,0,0,0,0,0,0,0,0,0,0
896,Martin Zlomislic,BIH,GK,0,0,0,0,0,0,0,0,0,0
896,Kevin Felida,CUW,MF,0,0,0,0,0,0,0,0,0,0
896,Trevor Doornbusch,CUW,GK,0,0,0,0,0,0,0,0,0,0
896,Tyrese Noslin,CUW,FW,0,0,0,0,0,0,0,0,0,0
896,Brandley Kuwas,CUW,FW,0,0,0,0,0,0,0,0,0,0
896,Giorgian De Arrascaeta,URU,MF,0,0,0,0,0,0,0,0,0,0
896,Matt Turner,USA,GK,0,0,0,0,0,0,0,0,0,0
896,Juan Musso,ARG,GK,0,0,0,0,0,0,0,0,0,0
896,Jeremy Arevalo,ECU,FW,0,0,0,0,0,0,0,0,0,0
896,Jose Manuel Lopez,ARG,FW,0,0,0,0,0,0,0,0,0,0
896,Jorge Carrascal,COL,MF,0,0,0,0,0,0,0,0,0,0
896,Jose Maria Gimenez,URU,DF,0,0,0,0,0,0,0,0,0,0
896,Tomas Rodriguez,PAN,FW,0,0,0,0,0,0,0,2,2,3
896,David Ospina,COL,GK,0,0,0,0,0,0,0,0,0,0
896,Rodrigo Zalazar,URU,MF,0,0,0,0,0,0,0,0,0,0
896,Leo Pereira,BRA,DF,0,0,0,0,0,0,0,0,0,0
896,Cristian Roldan,USA,MF,0,0,0,0,0,0,0,0,0,0
896,Jorge Gutierrez,PAN,DF,0,0,0,0,0,0,0,0,0,0
896,Miles Robinson,USA,DF,0,0,0,0,0,0,0,0,0,0
896,Exequiel Palacios,ARG,MF,0,0,0,0,0,0,0,0,0,0
896,Gatito Fernandez,PAR,GK,0,0,0,0,0,0,0,0,0,0
896,Sergio Rochet,URU,GK,0,0,0,0,0,0,0,0,0,0
896,Yerry Mina,COL,DF,0,0,0,0,0,0,0,0,0,0
896,Kendry Paez,ECU,MF,0,0,0,0,0,0,0,0,0,0
896,Joaquin Piquerez,URU,MF,0,0,0,0,0,0,0,0,0,0
896,Chris Brady,USA,GK,0,0,0,0,0,0,0,0,0,0
896,Carlos Acevedo,MEX,GK,0,0,0,0,0,0,0,0,0,0
896,Luis Mejia,PAN,GK,0,0,0,0,0,0,0,0,0,0
896,Cesar Yanis,PAN,MF,0,0,0,0,0,0,0,0,0,0
896,Ederson,BRA,GK,0,0,0,0,0,0,0,0,0,0
896,Cesar Samudio,PAN,GK,0,0,0,0,0,0,0,0,0,0
896,Kevin Castano,COL,MF,0,0,0,0,0,0,0,0,1,2
896,Fabian Balbuena,PAR,DF,0,0,0,0,0,0,0,0,0,0
896,Gustavo Caballero,PAR,MF,0,0,0,0,0,0,0,0,0,0
896,Gonzalo Valle,ECU,GK,0,0,0,0,0,0,0,0,0,0
896,Mark Mckenzie,USA,DF,0,0,0,0,0,0,0,0,0,0
896,Geronimo Rulli,ARG,GK,0,0,0,0,0,0,0,0,0,0
896,Facundo Pellistri,URU,FW,0,0,0,0,0,0,0,0,0,0
896,Max Arfsten,USA,DF,0,0,0,0,0,0,0,0,0,0
896,Alberto Quintero,PAN,MF,0,0,0,0,0,0,0,0,0,0
896,Willer Ditta,COL,DF,0,0,0,0,0,0,0,0,0,0
