Posição,Jogador,País,Posição Campo,Passes,Precisão dos passes (%),Cruzamentos,Precisão dos cruzamentos (%),Tentativas de ruptura da linha defensiva,Precisão das rupturas da linha defensiva ((%)),Tentativas de mudança de direção do jogo,Precisão das mudanças de direção do jogo ((%))
796,Firas Chaouat,TUN,FW,7,100,0,0,0,0,0,0
796,Joao Paulo,CPV,MF,7,43,0,0,1,0,0,0
796,Karim Hafez,EGY,DF,7,100,1,0,0,0,0,0
796,Themba Zwane,RSA,MF,7,71,0,0,0,0,0,0
796,David Zima,CZE,DF,7,86,0,0,0,0,0,0
796,Taha Ali,SWE,FW,7,86,1,0,2,100,0,0
811,Azizbek Amonov,UZB,FW,6,83,1,0,0,0,1,100
811,Miro Muheim,SUI,DF,6,67,0,0,0,0,0,0
811,Callan Elliot,NZL,DF,6,67,0,0,0,0,0,0
811,Alex Arce,PAR,FW,6,67,0,0,0,0,0,0
811,Youssef Amyn,IRQ,MF,6,83,0,0,0,0,0,0
811,Gedeon Kalulu,COD,DF,6,83,0,0,1,0,0,0
811,Saleh Hardani,IRN,DF,6,33,0,0,0,0,0,0
811,Simon Banza,COD,FW,6,67,0,0,0,0,1,0
811,Ali Azaizeh,JOR,FW,6,83,0,0,0,0,0,0
811,Sontje Hansen,CUW,FW,6,83,0,0,0,0,0,0
811,Promise David,CAN,FW,6,33,0,0,0,0,1,100
811,Tshepang Moremi,RSA,FW,6,50,0,0,0,0,0,0
811,Trezeguet,EGY,FW,6,50,0,0,1,0,0,0
811,Ibrahim Adel,EGY,FW,6,67,0,0,2,100,0,0
811,Matias Fernandez Pardo,BEL,FW,6,67,0,0,0,0,0,0
811,Waldemar Anton,GER,DF,6,100,1,0,0,0,0,0
827,Ante Budimir,CRO,FW,5,40,0,0,1,0,0,0
827,Anthony Ralston,SCO,DF,5,100,1,100,1,100,1,100
827,Mohammad Aldaoud,JOR,MF,5,40,0,0,1,0,0,0
827,Nawaf Bu Washl,KSA,DF,5,80,0,0,0,0,0,0
827,Daizen Maeda,JPN,MF,5,80,2,0,0,0,0,0
827,Nathanael Mbuku,COD,MF,5,80,2,100,0,0,0,0
827,Samed Bazdar,BIH,FW,5,40,0,0,3,0,0,0
827,Daniel Svensson,SWE,DF,5,80,0,0,1,0,0,0
827,Christian Fassnacht,SUI,FW,5,100,0,0,0,0,0,0
827,Joe Scally,USA,DF,5,40,0,0,0,0,0,0
827,Igor Thiago,BRA,FW,5,80,0,0,0,0,0,0
827,Yassin Fortune,HAI,FW,5,100,0,0,0,0,0,0
827,Elias Achouri,TUN,FW,5,100,0,0,0,0,0,0
827,Evann Guessand,CIV,FW,5,80,0,0,0,0,0,0
827,Lyle Foster,RSA,FW,5,20,0,0,1,0,0,0
827,Kamogelo Sebelebele,RSA,FW,5,80,1,0,0,0,0,0
843,Dailon Livramento,CPV,FW,4,75,0,0,0,0,0,0
843,Brandon Thomas Asante,GHA,FW,4,25,2,50,0,0,0,0
843,Prince Adu,GHA,FW,4,100,0,0,0,0,0,0
843,Jonathan Osorio,CAN,MF,4,75,0,0,0,0,0,0
843,Hamza Abdelkarim,EGY,FW,4,75,1,0,2,0,0,0
843,Zeki Amdouni,SUI,FW,4,75,0,0,0,0,0,0
843,Tete Yengi,AUS,FW,4,50,1,0,2,0,0,0
843,Brian Brobbey,NED,FW,4,100,1,0,0,0,0,0
843,Nikola Vlasic,CRO,MF,4,50,1,0,1,0,0,0
843,Quinten Timber,NED,MF,4,100,2,50,1,100,0,0
843,Yuito Suzuki,JPN,MF,4,100,0,0,0,0,0,0
843,Nico Paz,ARG,FW,4,100,0,0,1,100,0,0
843,Alexandro Maidana,PAR,DF,4,50,0,0,0,0,0,0
843,Isidro Pitta,PAR,FW,4,75,1,0,1,0,0,0
857,Orbelin Pineda,MEX,MF,3,100,0,0,0,0,0,0
857,Eric Davis,PAN,DF,3,0,2,50,1,0,0,0
857,Jhon Cordoba,COL,FW,3,67,0,0,0,0,0,0
857,Cucho Hernandez,COL,FW,3,33,1,100,0,0,0,0
857,Ramon Sosa,PAR,MF,3,100,0,0,0,0,0,0
857,Luka Sucic,CRO,MF,3,33,0,0,1,0,0,0
857,Hossam Abdelmaguid,EGY,DF,3,67,0,0,0,0,0,0
857,Duckens Nazon,HAI,FW,3,33,0,0,0,0,0,0
857,Bamba Dieng,SEN,FW,3,100,0,0,0,0,0,0
857,Aziz Behich,AUS,DF,3,100,0,0,0,0,0,0
857,Jesse Randall,NZL,FW,3,67,1,100,0,0,0,0
857,Amir Hadziahmetovic,BIH,MF,3,100,1,0,0,0,0,0
857,Oston Urunov,UZB,MF,3,67,0,0,0,0,0,0
857,Igor Sergeev,UZB,FW,3,100,0,0,0,0,0,0
857,Almoez Ali,QAT,FW,3,67,0,0,1,100,0,0
857,Mohammad Abuzraiq,JOR,FW,3,67,0,0,0,0,0,0
857,Junnosuke Suzuki,JPN,DF,3,100,0,0,0,0,0,0
857,Mohammad Abuhasheesh,JOR,DF,3,100,0,0,0,0,0,0
857,Godfried Roemeratoe,CUW,MF,3,33,0,0,0,0,0,0
857,Ermin Mahmic,BIH,MF,3,100,0,0,0,0,1,100
877,Kenji Gorre,CUW,FW,2,0,0,0,0,0,0,0
877,Mohamed Abdelmoneim,EGY,DF,2,100,0,0,0,0,0,0
877,Auston Trusty,USA,DF,2,50,1,0,1,0,0,0
877,Jordy Caicedo,ECU,FW,2,100,0,0,0,0,0,0
877,Jaminton Campaz,COL,FW,2,50,2,0,1,0,0,0
877,Ederson Silva,BRA,MF,2,100,1,100,0,0,0,0
877,Cesar Huerta,MEX,FW,2,100,0,0,0,0,0,0
877,Nicolas Tagliafico,ARG,DF,2,100,0,0,1,100,0,0
877,Goncalo Ramos,POR,FW,2,100,0,0,0,0,0,0
877,Helio Varela,CPV,MF,2,100,0,0,0,0,0,0
877,Mohanad Ali,IRQ,FW,2,50,0,0,0,0,0,0
877,Cedric Itten,SUI,FW,2,50,1,0,0,0,0,0
877,Findlay Curtis,SCO,FW,2,100,2,0,1,100,0,0
877,Mojmir Chytil,CZE,FW,2,100,0,0,1,100,0,0
891,Mattias Svanberg,SWE,MF,1,100,0,0,0,0,0,0
891,Sherzod Esanov,UZB,MF,1,100,0,0,0,0,0,0
891,Armando Gonzalez,MEX,FW,1,100,0,0,0,0,0,0
891,Rodrigo Aguirre,URU,FW,1,0,0,0,0,0,0,0
891,Tomas Rodriguez,PAN,FW,1,0,0,0,0,0,0,0
891,Kevin Castano,COL,MF,1,100,0,0,0,0,0,0
891,Jose Canale,PAR,DF,1,100,0,0,0,0,0,0
891,Gabriel Avalos,PAR,FW,1,0,0,0,0,0,0,0
891,Roshon Van Eijma,CUW,DF,1,100,0,0,0,0,0,0
891,Kento Shiogai,JPN,FW,1,100,0,0,0,0,0,0
891,Keisuke Goto,JPN,FW,1,100,0,0,1,100,0,0
891,Mustafa Saadoon,IRQ,DF,1,100,0,0,0,0,0,0
891,Noa Lang,NED,FW,1,100,0,0,0,0,0,0
904,David Affengruber,AUT,DF,0,0,0,0,0,0,0,0
904,Sondre Langas,NOR,DF,0,0,0,0,0,0,0,0
904,Jean Philippe Mateta,FRA,FW,0,0,0,0,0,0,0,0
904,Lutsharel Geertruida,NED,DF,0,0,0,0,0,0,0,0
904,Senne Lammens,BEL,GK,0,0,0,0,0,0,0,0
904,Igor Matanovic,CRO,FW,0,0,0,0,0,0,0,0
904,Trevoh Chalobah,ENG,DF,0,0,0,0,0,0,0,0
904,Florian Wiegele,AUT,GK,0,0,0,0,0,0,0,0
904,Jarell Quansah,ENG,DF,0,0,0,0,0,0,0,0
904,Florian Grillitsch,AUT,MF,0,0,0,0,0,0,0,0
904,Alexander Nuebel,GER,GK,0,0,0,0,0,0,0,0
904,Jorgen Strand Larsen,NOR,FW,0,0,0,0,0,0,0,0
904,Robin Risser,FRA,GK,0,0,0,0,0,0,0,0
904,Diogo Dalot,POR,DF,0,0,0,0,0,0,0,0
904,Koni De Winter,BEL,DF,0,0,0,0,0,0,0,0
904,Goncalo Inacio,POR,DF,0,0,0,0,0,0,0,0
904,Martin Erlic,CRO,DF,0,0,0,0,0,0,0,0
904,Dominik Kotarski,CRO,GK,0,0,0,0,0,0,0,0
904,Marten De Roon,NED,MF,0,0,0,0,0,0,0,0
904,Egil Selvik,NOR,GK,0,0,0,0,0,0,0,0
904,Pascal Gross,GER,MF,0,0,0,0,0,0,0,0
904,Jordan Henderson,ENG,MF,0,0,0,0,0,0,0,0
904,Malick Thiaw,GER,DF,0,0,0,0,0,0,0,0
904,Mike Penders,BEL,GK,0,0,0,0,0,0,0,0
904,Ivor Pandur,CRO,GK,0,0,0,0,0,0,0,0
904,Mark Flekken,NED,GK,0,0,0,0,0,0,0,0
904,Ollie Watkins,ENG,FW,0,0,0,0,0,0,0,0
904,Warren Zaire Emery,FRA,MF,0,0,0,0,0,0,0,0
904,Dean Henderson,ENG,GK,0,0,0,0,0,0,0,0
904,Ibrahima Konate,FRA,DF,0,0,0,0,0,0,0,0
904,Marcus Thuram,FRA,FW,0,0,0,0,0,0,0,0
904,Jose Sa,POR,GK,0,0,0,0,0,0,0,0
904,Axel Witsel,BEL,MF,0,0,0,0,0,0,0,0
904,Nick Woltemade,GER,FW,0,0,0,0,0,0,0,0
904,Lucas Hernandez,FRA,DF,0,0,0,0,0,0,0,0
904,Craig Gordon,SCO,GK,0,0,0,0,0,0,0,0
904,Zeno Debast,BEL,DF,0,0,0,0,0,0,0,0
904,Samu Costa,POR,DF,0,0,0,0,0,0,0,0
904,Morten Thorsby,NOR,MF,0,0,0,0,0,0,0,0
904,Joaquin Seys,BEL,DF,0,0,0,0,0,0,0,0
904,Mats Wieffer,NED,DF,0,0,0,0,0,0,0,0
904,Toni Fruk,CRO,MF,0,0,0,0,0,0,0,0
904,Oliver Baumann,GER,GK,0,0,0,0,0,0,0,0
904,James Trafford,ENG,GK,0,0,0,0,0,0,0,0
904,Dan Burn,ENG,DF,0,0,0,0,0,0,0,0
904,Matheus Nunes,POR,MF,0,0,0,0,0,0,0,0
904,Justin Kluivert,NED,MF,0,0,0,0,0,0,0,0
904,Jens Petter Hauge,NOR,MF,0,0,0,0,0,0,0,0
904,Sander Tangvik,NOR,GK,0,0,0,0,0,0,0,0
904,Jorrel Hato,NED,DF,0,0,0,0,0,0,0,0
904,Robin Roefs,NED,GK,0,0,0,0,0,0,0,0
904,Nikola Moro,CRO,MF,0,0,0,0,0,0,0,0
904,Goncalo Guedes,POR,FW,0,0,0,0,0,0,0,0
904,Ngolo Kante,FRA,MF,0,0,0,0,0,0,0,0
904,Rui Silva,POR,GK,0,0,0,0,0,0,0,0
904,Ivan Toney,ENG,FW,0,0,0,0,0,0,0,0
904,Angelo Stiller,GER,MF,0,0,0,0,0,0,0,0
904,Dejan Ljubicic,AUT,MF,0,0,0,0,0,0,0,0
904,Maxence Lacroix,FRA,DF,0,0,0,0,0,0,0,0
904,Kobbie Mainoo,ENG,MF,0,0,0,0,0,0,0,0
904,Henrik Falchener,NOR,DF,0,0,0,0,0,0,0,0
904,Wout Weghorst,NED,FW,0,0,0,0,0,0,0,0
904,Assan Ouedraogo,GER,MF,0,0,0,0,0,0,0,0
904,Fredrik Andre Bjorkan,NOR,DF,0,0,0,0,0,0,0,0
904,Ruben Neves,POR,MF,0,0,0,0,0,0,0,0
904,Duje Caleta Car,CRO,DF,0,0,0,0,0,0,0,0
904,Patrick Pentz,AUT,GK,0,0,0,0,0,0,0,0
904,Alessandro Schoepf,AUT,MF,0,0,0,0,0,0,0,0
904,Michael Svoboda,AUT,DF,0,0,0,0,0,0,0,0
904,Maximilian Beier,GER,FW,0,0,0,0,0,0,0,0
904,Brice Samba,FRA,GK,0,0,0,0,0,0,0,0
904,Kristijan Jakic,CRO,DF,0,0,0,0,0,0,0,0
904,Thelo Aasgaard,NOR,MF,0,0,0,0,0,0,0,0
904,Diego Moreira,BEL,MF,0,0,0,0,0,0,0,0
904,Brenden Aaronson,USA,FW,0,0,0,0,0,0,0,0
904,Ronald Araujo,URU,DF,0,0,0,0,0,0,0,0
904,Joaquin Piquerez,URU,MF,0,0,0,0,0,0,0,0
904,Miles Robinson,USA,DF,0,0,0,0,0,0,0,0
904,Santiago Mele,URU,GK,0,0,0,0,0,0,0,0
904,Gonzalo Valle,ECU,GK,0,0,0,0,0,0,0,0
904,Gustavo Caballero,PAR,MF,0,0,0,0,0,0,0,0
904,Max Arfsten,USA,DF,0,0,0,0,0,0,0,0
904,Gaston Olveira,PAR,GK,0,0,0,0,0,0,0,0
904,Geronimo Rulli,ARG,GK,0,0,0,0,0,0,0,0
904,Andres Gomez,COL,FW,0,0,0,0,0,0,0,0
904,Roderick Miller,PAN,DF,0,0,0,0,0,0,0,0
904,Weverton,BRA,GK,0,0,0,0,0,0,0,0
904,Cesar Yanis,PAN,MF,0,0,0,0,0,0,0,0
904,Haji Wright,USA,FW,0,0,0,0,0,0,0,0
904,Alberto Quintero,PAN,MF,0,0,0,0,0,0,0,0
904,Alvaro Montero,COL,GK,0,0,0,0,0,0,0,0
904,Braian Ojeda,PAR,MF,0,0,0,0,0,0,0,0
904,Jorge Gutierrez,PAN,DF,0,0,0,0,0,0,0,0
904,Matt Turner,USA,GK,0,0,0,0,0,0,0,0
904,Juan Portilla,COL,MF,0,0,0,0,0,0,0,0
904,Giorgian De Arrascaeta,URU,MF,0,0,0,0,0,0,0,0
904,Carlos Acevedo,MEX,GK,0,0,0,0,0,0,0,0
904,Facundo Pellistri,URU,FW,0,0,0,0,0,0,0,0
904,Jose Maria Gimenez,URU,DF,0,0,0,0,0,0,0,0
904,Marcos Senesi,ARG,DF,0,0,0,0,0,0,0,0
904,Leo Pereira,BRA,DF,0,0,0,0,0,0,0,0
904,Cristian Roldan,USA,MF,0,0,0,0,0,0,0,0
904,Bremer,BRA,DF,0,0,0,0,0,0,0,0
904,Jorge Carrascal,COL,MF,0,0,0,0,0,0,0,0
904,Anthony Valencia,ECU,MF,0,0,0,0,0,0,0,0
904,Gatito Fernandez,PAR,GK,0,0,0,0,0,0,0,0
904,Santiago Bueno,URU,DF,0,0,0,0,0,0,0,0
904,Jose Manuel Lopez,ARG,FW,0,0,0,0,0,0,0,0
904,Adalberto Carrasquilla,PAN,MF,0,0,0,0,0,0,0,0
904,Giovani Lo Celso,ARG,MF,0,0,0,0,0,0,0,0
904,Chris Brady,USA,GK,0,0,0,0,0,0,0,0
904,Edgardo Farina,PAN,DF,0,0,0,0,0,0,0,0
904,Emiliano Martinez,URU,MF,0,0,0,0,0,0,0,0
904,Rodrigo Zalazar,URU,MF,0,0,0,0,0,0,0,0
904,Santiago Arias,COL,DF,0,0,0,0,0,0,0,0
904,Kendry Paez,ECU,MF,0,0,0,0,0,0,0,0
904,Juan Musso,ARG,GK,0,0,0,0,0,0,0,0
904,Yaimar Medina,ECU,DF,0,0,0,0,0,0,0,0
904,Felix Torres,ECU,DF,0,0,0,0,0,0,0,0
904,Willer Ditta,COL,DF,0,0,0,0,0,0,0,0
904,Yerry Mina,COL,DF,0,0,0,0,0,0,0,0
904,Deiver Machado,COL,DF,0,0,0,0,0,0,0,0
904,Luis Mejia,PAN,GK,0,0,0,0,0,0,0,0
904,Giuliano Simeone,ARG,FW,0,0,0,0,0,0,0,0
904,Denil Castillo,ECU,MF,0,0,0,0,0,0,0,0
904,Sergio Rochet,URU,GK,0,0,0,0,0,0,0,0
904,David Ospina,COL,GK,0,0,0,0,0,0,0,0
904,Alex Zendejas,USA,FW,0,0,0,0,0,0,0,0
904,Fidel Escobar,PAN,DF,0,0,0,0,0,0,0,0
904,Moises Ramirez,ECU,GK,0,0,0,0,0,0,0,0
904,Ederson,BRA,GK,0,0,0,0,0,0,0,0
904,Jeremy Arevalo,ECU,FW,0,0,0,0,0,0,0,0
904,Valentin Barco,ARG,MF,0,0,0,0,0,0,0,0
904,Cesar Samudio,PAN,GK,0,0,0,0,0,0,0,0
904,Mark Mckenzie,USA,DF,0,0,0,0,0,0,0,0
904,Exequiel Palacios,ARG,MF,0,0,0,0,0,0,0,0
904,Fabian Balbuena,PAR,DF,0,0,0,0,0,0,0,0
904,David Jurasek,CZE,DF,0,0,0,0,0,0,0,0
904,Liam Kelly,SCO,GK,0,0,0,0,0,0,0,0
904,Yvon Mvogo,SUI,GK,0,0,0,0,0,0,0,0
904,Logan Rogerson,NZL,FW,0,0,0,0,0,0,0,0
904,Hjalmar Ekdal,SWE,DF,0,0,0,0,0,0,0,0
904,Kosta Barbarouses,NZL,FW,0,0,0,0,0,0,0,0
904,Lachlan Bayliss,NZL,MF,0,0,0,0,0,0,0,0
904,Kaan Ayhan,TUR,MF,0,0,0,0,0,0,0,0
904,Milos Degenek,AUS,DF,0,0,0,0,0,0,0,0
904,Eric Garcia,ESP,DF,0,0,0,0,0,0,0,0
904,Joan Garcia,ESP,GK,0,0,0,0,0,0,0,0
904,Nando Pijnaker,NZL,DF,0,0,0,0,0,0,0,0
904,Viktor Johansson,SWE,GK,0,0,0,0,0,0,0,0
904,Eric Smith,SWE,DF,0,0,0,0,0,0,0,0
904,Cameron Devlin,AUS,MF,0,0,0,0,0,0,0,0
904,Tyler Fletcher,SCO,MF,0,0,0,0,0,0,0,0
904,Mathew Ryan,AUS,GK,0,0,0,0,0,0,0,0
904,Gustaf Nilsson,SWE,FW,0,0,0,0,0,0,0,0
904,Noah Okafor,SUI,FW,0,0,0,0,0,0,0,0
904,Oguz Aydin,TUR,FW,0,0,0,0,0,0,0,0
904,Caglar Soyuncu,TUR,DF,0,0,0,0,0,0,0,0
904,Awer Mabil,AUS,FW,0,0,0,0,0,0,0,0
904,David Raya,ESP,GK,0,0,0,0,0,0,0,0
904,Borja Iglesias,ESP,FW,0,0,0,0,0,0,0,0
904,Marvin Keller,SUI,GK,0,0,0,0,0,0,0,0
904,Michael Woud,NZL,GK,0,0,0,0,0,0,0,0
904,Ben Waine,NZL,FW,0,0,0,0,0,0,0,0
904,John Souttar,SCO,DF,0,0,0,0,0,0,0,0
904,Victor Munoz,ESP,FW,0,0,0,0,0,0,0,0
904,Ozan Kabak,TUR,DF,0,0,0,0,0,0,0,0
904,Haris Tabakovic,BIH,FW,0,0,0,0,0,0,0,0
904,Avazbek Ulmasaliyev,UZB,DF,0,0,0,0,0,0,0,0
904,Herman Johansson,SWE,DF,0,0,0,0,0,0,0,0
904,Ajdin Hrustic,AUS,FW,0,0,0,0,0,0,0,0
904,Carl Starfelt,SWE,DF,0,0,0,0,0,0,0,0
904,Marc Pubill,ESP,DF,0,0,0,0,0,0,0,0
904,Lukas Hornicek,CZE,GK,0,0,0,0,0,0,0,0
904,George Hirst,SCO,FW,0,0,0,0,0,0,0,0
904,Jamshid Iskanderov,UZB,MF,0,0,0,0,0,0,0,0
904,Deniz Gul,TUR,FW,0,0,0,0,0,0,0,0
904,Dominic Hyam,SCO,DF,0,0,0,0,0,0,0,0
904,Irfan Can Kahveci,TUR,FW,0,0,0,0,0,0,0,0
904,Aurele Amenda,SUI,DF,0,0,0,0,0,0,0,0
904,Alex Rufer,NZL,MF,0,0,0,0,0,0,0,0
904,Alex Grimaldo,ESP,DF,0,0,0,0,0,0,0,0
904,Jacob Widell Zetterstrom,SWE,GK,0,0,0,0,0,0,0,0
904,Jindrich Stanek,CZE,GK,0,0,0,0,0,0,0,0
904,Mert Gunok,TUR,GK,0,0,0,0,0,0,0,0
904,Altay Bayindir,TUR,GK,0,0,0,0,0,0,0,0
904,Umar Eshmurodov,UZB,DF,0,0,0,0,0,0,0,0
904,Eray Coemert,SUI,DF,0,0,0,0,0,0,0,0
904,Alex Paulsen,NZL,GK,0,0,0,0,0,0,0,0
904,Kai Trewin,AUS,DF,0,0,0,0,0,0,0,0
904,Hugo Sochurek,CZE,MF,0,0,0,0,0,0,0,0
904,Botirali Ergashev,UZB,GK,0,0,0,0,0,0,0,0
904,Samet Akaydin,TUR,DF,0,0,0,0,0,0,0,0
904,Ken Sema,SWE,MF,0,0,0,0,0,0,0,0
904,Nihad Mujakic,BIH,DF,0,0,0,0,0,0,0,0
904,Martin Zubimendi,ESP,MF,0,0,0,0,0,0,0,0
904,Lucas Herrington,AUS,DF,0,0,0,0,0,0,0,0
904,Ross Stewart,SCO,FW,0,0,0,0,0,0,0,0
904,Paul Izzo,AUS,GK,0,0,0,0,0,0,0,0
904,Jan Kuchta,CZE,FW,0,0,0,0,0,0,0,0
904,Abdoulaye Seck,SEN,DF,0,0,0,0,0,0,0,0
904,Assane Diao,SEN,FW,0,0,0,0,0,0,0,0
904,Cherif Ndiaye,SEN,FW,0,0,0,0,0,0,0,0
904,Dayne St Clair,CAN,GK,0,0,0,0,0,0,0,0
904,Yehvann Diouf,SEN,GK,0,0,0,0,0,0,0,0
904,Keeto Thermoncy,HAI,DF,0,0,0,0,0,0,0,0
904,Kelvin Pires,CPV,DF,0,0,0,0,0,0,0,0
904,Antoine Mendy,SEN,DF,0,0,0,0,0,0,0,0
904,Joel Waterman,CAN,DF,0,0,0,0,0,0,0,0
904,Wagner Pina,CPV,DF,0,0,0,0,0,0,0,0
904,Wilguens Paugain,HAI,DF,0,0,0,0,0,0,0,0
904,Mamadou Sarr,SEN,DF,0,0,0,0,0,0,0,0
904,Bara Sapoko Ndiaye,SEN,MF,0,0,0,0,0,0,0,0
904,Jean Michael Seri,CIV,MF,0,0,0,0,0,0,0,0
904,Owen Goodman,CAN,GK,0,0,0,0,0,0,0,0
904,Youssef Belammari,MAR,DF,0,0,0,0,0,0,0,0
904,Hazem Mastouri,TUN,FW,0,0,0,0,0,0,0,0
904,Zakaria El Ouahdi,MAR,DF,0,0,0,0,0,0,0,0
904,Moutaz Neffati,TUN,DF,0,0,0,0,0,0,0,0
904,Alban Lafont,CIV,GK,0,0,0,0,0,0,0,0
904,Ricardo Goss,RSA,GK,0,0,0,0,0,0,0,0
904,Adam Arous,TUN,DF,0,0,0,0,0,0,0,0
904,Raed Chikhaoui,TUN,DF,0,0,0,0,0,0,0,0
904,Evan Ndicka,CIV,DF,0,0,0,0,0,0,0,0
904,Parfait Guiagon,CIV,MF,0,0,0,0,0,0,0,0
904,Bradley Cross,RSA,DF,0,0,0,0,0,0,0,0
904,Munir El Kajoui,MAR,GK,0,0,0,0,0,0,0,0
904,Ahmed Reda Tagnaouti,MAR,GK,0,0,0,0,0,0,0,0
904,Mortadha Ben Ouanes,TUN,DF,0,0,0,0,0,0,0,0
904,Augustine Boakye,GHA,MF,0,0,0,0,0,0,0,0
904,Woodensky Pierre,HAI,MF,0,0,0,0,0,0,0,0
904,Derrick Luckassen,GHA,DF,0,0,0,0,0,0,0,0
904,Alfie Jones,CAN,DF,0,0,0,0,0,0,0,0
904,Rayan Elloumi,TUN,FW,0,0,0,0,0,0,0,0
904,Kojo Peprah Oppong,GHA,DF,0,0,0,0,0,0,0,0
904,Oumar Diakite,CIV,FW,0,0,0,0,0,0,0,0
904,Joseph Anang,GHA,GK,0,0,0,0,0,0,0,0
904,Christopher Bonsu Baah,GHA,FW,0,0,0,0,0,0,0,0
904,Ousmane Diomande,CIV,DF,0,0,0,0,0,0,0,0
904,Jayden Nelson,CAN,FW,0,0,0,0,0,0,0,0
904,Mohamed Kone,CIV,GK,0,0,0,0,0,0,0,0
904,Alidu Seidu,GHA,DF,0,0,0,0,0,0,0,0
904,Christopher Operi,CIV,DF,0,0,0,0,0,0,0,0
904,Sipho Chaine,RSA,GK,0,0,0,0,0,0,0,0
904,Abdul Mumin,GHA,DF,0,0,0,0,0,0,0,0
904,Khalil Ayari,TUN,MF,0,0,0,0,0,0,0,0
904,Olwethu Makhanya,RSA,DF,0,0,0,0,0,0,0,0
904,Garven Metusala,HAI,DF,0,0,0,0,0,0,0,0
904,Alphonso Davies,CAN,DF,0,0,0,0,0,0,0,0
904,Carl Sainte,HAI,MF,0,0,0,0,0,0,0,0
904,Khulumani Ndamane,RSA,DF,0,0,0,0,0,0,0,0
904,Baba Rahman,GHA,DF,0,0,0,0,0,0,0,0
904,Mohamed Alaa,EGY,GK,0,0,0,0,0,0,0,0
904,Josue Duverger,HAI,GK,0,0,0,0,0,0,0,0
904,Tarek Alaa,EGY,DF,0,0,0,0,0,0,0,0
904,Samukele Kabini,RSA,DF,0,0,0,0,0,0,0,0
904,Mahmoud Saber,EGY,MF,0,0,0,0,0,0,0,0
904,Markhus Lacroix,HAI,DF,0,0,0,0,0,0,0,0
904,Nabil Donga,EGY,MF,0,0,0,0,0,0,0,0
904,Mahdy Soliman,EGY,GK,0,0,0,0,0,0,0,0
904,Thabang Matuludi,RSA,DF,0,0,0,0,0,0,0,0
904,Mohamed Elshenawy,EGY,GK,0,0,0,0,0,0,0,0
904,Alexandre Pierre,HAI,GK,0,0,0,0,0,0,0,0
904,Haissem Hassan,EGY,FW,0,0,0,0,0,0,0,0
904,Sabri Ben Hessen,TUN,GK,0,0,0,0,0,0,0,0
904,Amirmohammad Razaghinia,IRN,MF,0,0,0,0,0,0,0,0
904,Cho Wije,KOR,DF,0,0,0,0,0,0,0,0
904,Tomoki Hayakawa,JPN,GK,0,0,0,0,0,0,0,0
904,Fiston Mayele,COD,FW,0,0,0,0,0,0,0,0
904,Achref Abada,ALG,DF,0,0,0,0,0,0,0,0
904,Hassan Kadish,KSA,DF,0,0,0,0,0,0,0,0
904,Lucas Mendes,QAT,DF,0,0,0,0,0,0,0,0
904,Nour Baniateyah,JOR,GK,0,0,0,0,0,0,0,0
904,Timothy Fayulu,COD,GK,0,0,0,0,0,0,0,0
904,Stopira,CPV,DF,0,0,0,0,0,0,0,0
904,Tahsin Mohammed,QAT,FW,0,0,0,0,0,0,0,0
904,Abdallah Alfakhori,JOR,GK,0,0,0,0,0,0,0,0
904,Mohammed Muntari,QAT,FW,0,0,0,0,0,0,0,0
904,Mohammad Ghorbani,IRN,MF,0,0,0,0,0,0,0,0
904,Fares Ghedjemis,ALG,FW,0,0,0,0,0,0,0,0
904,Logan Costa,CPV,DF,0,0,0,0,0,0,0,0
904,Cj Dos Santos,CPV,GK,0,0,0,0,0,0,0,0
904,Salah Zakaria,QAT,GK,0,0,0,0,0,0,0,0
904,Dennis Dargahi,IRN,FW,0,0,0,0,0,0,0,0
904,Amer Jamous,JOR,MF,0,0,0,0,0,0,0,0
904,Gael Kakuta,COD,FW,0,0,0,0,0,0,0,0
904,Mohamed Amine Tougai,ALG,DF,0,0,0,0,0,0,0,0
904,Koki Ogawa,JPN,FW,0,0,0,0,0,0,0,0
904,Frans Putros,IRQ,DF,0,0,0,0,0,0,0,0
904,Jehad Thikri,KSA,DF,0,0,0,0,0,0,0,0
904,Saleh Alshehri,KSA,FW,0,0,0,0,0,0,0,0
904,Shuto Machino,JPN,FW,0,0,0,0,0,0,0,0
904,Fahad Talib,IRQ,GK,0,0,0,0,0,0,0,0
904,Ali Yousif,IRQ,FW,0,0,0,0,0,0,0,0
904,Meshaal Barsham,QAT,GK,0,0,0,0,0,0,0,0
904,Matthieu Epolo,COD,GK,0,0,0,0,0,0,0,0
904,Danial Iri,IRN,DF,0,0,0,0,0,0,0,0
904,Aiman Yahya,KSA,FW,0,0,0,0,0,0,0,0
904,Mohammad Abughoush,JOR,MF,0,0,0,0,0,0,0,0
904,Ibrahim Sadeh,JOR,MF,0,0,0,0,0,0,0,0
904,Meschack Elia,COD,FW,0,0,0,0,0,0,0,0
904,Aaron Tshibola,COD,MF,0,0,0,0,0,0,0,0
904,Lee Donggyeong,KOR,MF,0,0,0,0,0,0,0,0
904,Ahmed Alkassar,KSA,GK,0,0,0,0,0,0,0,0
904,Ali Majrashi,KSA,DF,0,0,0,0,0,0,0,0
904,Munaf Younus,IRQ,DF,0,0,0,0,0,0,0,0
904,Kevin Yakob,IRQ,MF,0,0,0,0,0,0,0,0
