Posição,Jogador,País,Posição Campo,Gols contra,Perdas de bola forçadas,Pressões defensivas exercidas,Pressões defensivas exercidas diretamente
12,Duje Caleta Car,CRO,DF,0,0,0,0
12,Mateo Kovacic,CRO,MF,0,4,33,7
12,Dominik Kotarski,CRO,GK,0,0,0,0
12,Desire Doue,FRA,FW,0,4,58,11
12,Romano Schmid,AUT,MF,0,10,68,10
12,Patrick Wimmer,AUT,FW,0,4,15,6
12,Amadou Onana,BEL,MF,0,12,12,4
12,Orjan Nyland,NOR,GK,0,0,0,0
12,Renato Veiga,POR,DF,0,4,18,5
12,Kevin Danso,AUT,DF,0,0,7,3
12,Frenkie De Jong,NED,MF,0,2,43,13
12,Jamal Musiala,GER,MF,0,5,60,11
12,Angelo Stiller,GER,MF,0,0,0,0
12,Jens Petter Hauge,NOR,MF,0,0,0,0
12,Brandon Mechele,BEL,DF,0,6,17,4
12,Jude Bellingham,ENG,MF,0,8,37,4
12,Thelo Aasgaard,NOR,MF,0,0,0,0
12,Virgil Van Dijk,NED,DF,0,8,3,1
12,Angus Gunn,SCO,GK,0,0,0,0
12,Dan Burn,ENG,DF,0,0,0,0
12,Josip Sutalo,CRO,DF,0,1,13,7
12,Aleksandar Pavlovic,GER,MF,0,8,41,14
12,Bradley Barcola,FRA,FW,0,6,24,3
12,Kieran Tierney,SCO,DF,0,12,31,6
12,Bernardo Silva,POR,MF,0,2,17,3
12,Andrej Kramaric,CRO,FW,0,0,23,1
12,David Moller Wolfe,NOR,DF,0,6,15,8
12,Teun Koopmeiners,NED,MF,0,4,37,6
12,Kylian Mbappe,FRA,FW,0,6,64,5
12,Ivan Perisic,CRO,FW,0,5,41,7
12,Thomas Meunier,BEL,DF,0,15,37,6
12,Alexander Sorloth,NOR,FW,0,4,31,4
12,Joao Neves,POR,MF,0,9,55,9
12,Brice Samba,FRA,GK,0,0,0,0
12,Dean Henderson,ENG,GK,0,0,0,0
12,Mats Wieffer,NED,DF,0,0,0,0
12,Diego Moreira,BEL,MF,0,0,0,0
12,Fredrik Andre Bjorkan,NOR,DF,0,0,0,0
12,Maxim De Cuyper,BEL,DF,0,4,8,3
12,Nelson Semedo,POR,DF,0,2,7,2
12,Felix Nmecha,GER,MF,0,4,52,17
12,Mark Flekken,NED,GK,0,0,0,0
12,Nicolas Seiwald,AUT,MF,0,12,39,8
12,Nuno Mendes,POR,DF,0,0,28,5
12,Jeremy Doku,BEL,FW,0,2,30,7
12,Jose Sa,POR,GK,0,0,0,0
12,Tomas Araujo,POR,DF,0,1,4,1
12,William Saliba,FRA,DF,0,2,9,2
12,Jack Hendry,SCO,DF,0,2,15,4
12,Rafael Leao,POR,FW,0,2,11,3
12,Jarell Quansah,ENG,DF,0,0,0,0
12,Cody Gakpo,NED,FW,0,9,48,1
12,Marco Pasalic,CRO,FW,0,3,39,7
12,Matias Fernandez Pardo,BEL,FW,0,0,8,1
12,Joshua Kimmich,GER,DF,0,20,34,5
12,Ante Budimir,CRO,FW,0,1,21,5
12,Igor Matanovic,CRO,FW,0,2,28,6
12,Rui Silva,POR,GK,0,0,0,0
12,Reece James,ENG,DF,0,3,26,12
12,Jordan Pickford,ENG,GK,0,0,0,0
12,Oscar Bobb,NOR,MF,0,0,17,0
12,Patrick Berg,NOR,MF,0,3,28,2
12,Paul Wanner,AUT,MF,0,2,59,7
12,Dominik Livakovic,CRO,GK,0,0,0,0
12,Ryan Gravenberch,NED,MF,0,7,28,9
12,Francisco Conceicao,POR,FW,0,4,17,4
12,Ezri Konsa,ENG,DF,0,2,8,7
12,Josip Stanisic,CRO,DF,0,14,45,9
12,Adrien Rabiot,FRA,MF,0,3,36,12
12,Jorrel Hato,NED,DF,0,0,0,0
12,Eberechi Eze,ENG,MF,0,0,1,0
12,Marcus Holmgren Pedersen,NOR,DF,0,4,17,7
12,Jean Philippe Mateta,FRA,FW,0,0,0,0
12,Florian Grillitsch,AUT,MF,0,0,0,0
12,Craig Gordon,SCO,GK,0,0,0,0
12,Dejan Ljubicic,AUT,MF,0,0,0,0
12,Andy Robertson,SCO,DF,0,13,47,5
12,Antonio Ruediger,GER,DF,0,3,9,3
12,Mike Penders,BEL,GK,0,0,0,0
12,Nikola Vlasic,CRO,MF,0,1,3,0
12,Florian Wirtz,GER,MF,0,11,80,10
12,Nadiem Amiri,GER,MF,0,1,9,0
12,Maxence Lacroix,FRA,DF,0,0,0,0
12,Nico Schlotterbeck,GER,DF,0,18,7,6
12,Josko Gvardiol,CRO,DF,0,2,21,6
12,Tijjani Reijnders,NED,MF,0,3,22,3
12,Justin Kluivert,NED,MF,0,0,0,0
12,Sander Berge,NOR,MF,0,5,31,9
12,Hans Vanaken,BEL,MF,0,3,14,1
12,Joao Cancelo,POR,DF,0,10,24,4
12,Nathan Ake,NED,DF,0,1,4,1
12,Phillip Mwene,AUT,DF,0,2,13,6
12,Goncalo Ramos,POR,FW,0,1,3,0
12,John Stones,ENG,DF,0,2,5,1
12,Warren Zaire Emery,FRA,MF,0,0,0,0
12,Egil Selvik,NOR,GK,0,0,0,0
12,Ibrahima Konate,FRA,DF,0,0,0,0
12,Zeno Debast,BEL,DF,0,0,0,0
12,Morten Thorsby,NOR,MF,0,0,0,0
12,Elliot Anderson,ENG,MF,0,17,46,21
12,Erling Haaland,NOR,FW,0,7,47,4
12,Donyell Malen,NED,FW,0,5,32,4
12,Leon Goretzka,GER,MF,0,1,7,1
12,Petar Musa,CRO,FW,0,9,76,11
12,Konrad Laimer,AUT,MF,0,13,51,11
12,Lyndon Dykes,SCO,FW,0,3,22,3
12,Malick Thiaw,GER,DF,0,0,0,0
12,Matheus Nunes,POR,MF,0,0,0,0
12,Toni Fruk,CRO,MF,0,0,0,0
12,Ngolo Kante,FRA,MF,0,0,0,0
12,Nathan Patterson,SCO,DF,0,7,37,9
12,Michael Svoboda,AUT,DF,0,0,0,0
12,Jonathan Tah,GER,DF,0,1,14,4
12,Lutsharel Geertruida,NED,DF,0,0,0,0
12,Djed Spence,ENG,DF,0,2,17,1
12,Kevin De Bruyne,BEL,MF,0,10,50,4
12,Ruben Neves,POR,MF,0,0,0,0
12,Anthony Ralston,SCO,DF,0,2,9,2
12,Diogo Costa,POR,GK,0,0,0,0
12,Joaquin Seys,BEL,DF,0,0,0,0
12,Declan Rice,ENG,MF,0,3,21,4
12,Bart Verbruggen,NED,GK,0,0,0,0
12,Alexander Nuebel,GER,GK,0,0,0,0
12,Goncalo Guedes,POR,FW,0,0,0,0
12,Aurelien Tchouameni,FRA,MF,0,5,18,6
12,Alexis Saelemaekers,BEL,MF,0,2,5,1
12,Jamie Leweling,GER,MF,0,2,15,4
12,Kobbie Mainoo,ENG,MF,0,0,0,0
12,Oliver Baumann,GER,GK,0,0,0,0
12,Wout Weghorst,NED,FW,0,0,0,0
12,Ivan Toney,ENG,FW,0,0,0,0
12,Cristiano Ronaldo,POR,FW,0,3,28,4
12,Kristian Thorstvedt,NOR,MF,0,0,8,1
12,Quinten Timber,NED,MF,0,2,11,3
12,Lucas Digne,FRA,DF,0,3,13,3
12,Stefan Posch,AUT,DF,0,5,44,12
12,Marcus Rashford,ENG,FW,0,0,6,0
12,Maximilian Beier,GER,FW,0,0,0,0
12,Antonio Nusa,NOR,FW,0,2,42,7
12,Alexander Prass,AUT,MF,0,0,4,0
12,Samu Costa,POR,DF,0,0,0,0
12,Nico Oreilly,ENG,DF,0,1,31,4
12,Rayan Cherki,FRA,MF,0,2,27,3
12,Goncalo Inacio,POR,DF,0,0,0,0
12,Florian Wiegele,AUT,GK,0,0,0,0
12,Bukayo Saka,ENG,FW,0,0,5,0
12,Luka Sucic,CRO,MF,0,1,7,0
12,Martin Baturina,CRO,MF,0,9,68,6
12,Kristoffer Ajer,NOR,DF,0,2,6,2
12,Romelu Lukaku,BEL,FW,0,0,14,1
12,Ousmane Dembele,FRA,FW,0,11,92,3
12,Joao Felix,POR,FW,0,2,22,5
12,Nikola Moro,CRO,MF,0,0,0,0
12,Assan Ouedraogo,GER,MF,0,0,0,0
12,Manuel Neuer,GER,GK,0,0,0,0
12,Arthur Theate,BEL,DF,0,1,0,0
12,Nathan Ngoy,BEL,DF,0,2,15,9
12,Nicolas Raskin,BEL,MF,0,3,7,1
12,Jan Paul Van Hecke,NED,DF,0,4,24,7
12,James Trafford,ENG,GK,0,0,0,0
12,Henrik Falchener,NOR,DF,0,0,0,0
12,Brian Brobbey,NED,FW,0,3,26,0
12,Thibaut Courtois,BEL,GK,0,0,0,0
12,Leroy Sane,GER,MF,0,4,44,7
12,Sondre Langas,NOR,DF,0,0,0,0
12,Mike Maignan,FRA,GK,0,0,0,0
12,Martin Odegaard,NOR,MF,0,7,86,6
12,Trevoh Chalobah,ENG,DF,0,0,0,0
12,Koni De Winter,BEL,DF,0,0,0,0
12,Leo Ostigard,NOR,DF,0,0,3,1
12,Martin Erlic,CRO,DF,0,0,0,0
12,Robin Risser,FRA,GK,0,0,0,0
12,Ruben Dias,POR,DF,0,3,6,4
12,Guus Til,NED,MF,0,1,20,1
12,Marten De Roon,NED,MF,0,0,0,0
12,Memphis Depay,NED,FW,0,0,25,2
12,Grant Hanley,SCO,DF,0,2,11,2
12,David Raum,GER,DF,0,1,7,0
12,Che Adams,SCO,FW,0,6,73,4
12,Lucas Hernandez,FRA,DF,0,0,0,0
12,Michael Gregoritsch,AUT,FW,0,5,49,2
12,Manu Kone,FRA,MF,0,14,18,2
12,Xaver Schlager,AUT,MF,0,3,34,13
12,Ryan Christie,SCO,MF,0,3,52,8
12,Micky Van De Ven,NED,DF,0,7,44,8
12,Crysencio Summerville,NED,FW,0,5,25,6
12,Anthony Gordon,ENG,FW,0,10,44,5
12,Jordan Henderson,ENG,MF,0,0,0,0
